requirement_id,line_no,summary,phase,artifact,validation,owner
R-5074,5074,Run post-revision integrity checks.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5075,5075,Citation semantic check.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5076,5076,Number binding.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5077,5077,source-only audit.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5078,5078,cross-format consistency.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5079,5079,no-ablation scan.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5080,5080,engineering gates.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5082,5082,Perform style-only final edit.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5083,5083,Improve clarity and cadence.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5084,5084,"Verify diff changes no facts, numbers, citations, equations, or scope.",10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5086,5086,Prepare main-manuscript finalization candidate.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5087,5087,Resolve all primary scientific content.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5088,5088,Ensure final ablation cannot be used to justify existing main claims.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5089,5089,Identify claims that final ablation could contradict and define correction triggers for Phase 12.,10,revision_tickets.csv / revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5094,5094,review_R1_scientific.md,10,review_R1_scientific.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5095,5095,review_R2_statistics.md,10,review_R2_statistics.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5096,5096,review_R3_reproducibility.md,10,review_R3_reproducibility.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5097,5097,review_R4_editorial.md,10,review_R4_editorial.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5098,5098,review_R5_word.md,10,review_R5_word.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5099,5099,review_R6_domain.md,10,review_R6_domain.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5100,5100,revision_tickets.csv,10,revision_tickets.csv,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5101,5101,revision_log.md,10,revision_log.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5102,5102,response_to_reviewers_seed.md,10,response_to_reviewers_seed.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5103,5103,revised canonical/LaTeX/Word sources and builds;,10,revised canonical/LaTeX/Word sources and builds,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5104,5104,updated validation reports;,10,updated validation reports,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5105,5105,ablation_correction_triggers.md.,10,ablation_correction_triggers.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5109,5109,all reviewer scores recorded;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P5
R-5110,5110,all critical/major tickets closed with verification;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P5
R-5111,5111,dependent phases rerun when required;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P5
R-5112,5112,citation/number/source/cross-format/no-ablation checks repeated;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P5
R-5113,5113,style diff verified.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P5
R-5117,5117,P1 verifies scientific resolution.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5118,5118,P3 verifies statistical fixes.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P3
R-5119,5119,P5 verifies reproducibility after changes.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P5
R-5120,5120,P6/P7/P8 verify editorial/PDF/Word output.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P6
R-5121,5121,P9 checks research integrity.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5125,5125,no silent ticket closure;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5126,5126,no algorithm change;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5127,5127,no new unregistered analysis;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5128,5128,no early ablation;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5129,5129,no claim expansion after results;,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5130,5130,all formats synchronized.,10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P9
R-5134,5134,every reviewer category scores at least 4/5;,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5135,5135,zero open critical or major ticket;,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5136,5136,all fixes verified;,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5137,5137,primary claims remain evidence-bounded;,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5138,5138,both formats build and validate;,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5139,5139,no ablation content;,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5140,5140,correction triggers are explicit.,10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5144,5144,"Phase 10 freezes after P1/P3/P5/P6/P7/P8/P9 sign-off. Minor/editorial tickets may remain only if non-material, documented, and scheduled...",10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5165,5165,use change-control reruns;,10,risk_register.csv,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5166,5166,narrow claims;,10,risk_register.csv,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5167,5167,synchronize from canonical source;,10,risk_register.csv,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5168,5168,reject early-ablation request and explain supplement-final design;,10,risk_register.csv,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5169,5169,keep gate closed until major issues resolve.,10,risk_register.csv,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5173,5173,"All generated outputs plus PHASE_10_gate_report.md with reviewer scores, closed-ticket evidence, remaining minor issues, and finalization...",10,PHASE_10_gate_report.md,Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5178,5178,"Gate 10: P1 + P3 + P5 + P6 + P7 + P8 + P9 approve. Any open critical/major issue, algorithm change, analysis without change control, or a...",10,phase_gate_register.csv (Gate 10),Gate 10 sign-off (P1+P3+P5+P6+P7+P8+P9); Phase 10 validation procedures,P1
R-5204,5204,Phases 0–10 are frozen;,11,Phases 0–10 are frozen,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5205,5205,zero critical/major review ticket;,11,zero critical/major review ticket,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5206,5206,all primary analyses and artifacts are stable;,11,all primary analyses and artifacts are stable,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5207,5207,both main formats and pre-ablation supplement formats validate;,11,both main formats and pre-ablation supplement formats valida,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5208,5208,algorithm remains frozen.,11,algorithm remains frozen,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5228,5228,All previous phases. Phase 12 cannot start without Phase 11 acceptance.,11,phase_gate_register.csv (Gate 11 entry),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5232,5232,Reverify current journal instructions.,11,journal_compliance.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P10
R-5233,5233,Record new access date and detect changes since Phase 4.,11,journal_compliance.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P10
R-5234,5234,"Apply current structure, limits, artwork, Word/LaTeX, supplement, anonymization, declaration, and AI-disclosure rules.",11,journal_compliance.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P10
R-5237,5237,Finalize all minor/editorial tickets.,11,revision_log.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5238,5238,Close or document non-material residuals.,11,revision_log.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5239,5239,Rebuild both formats after changes.,11,revision_log.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5241,5241,Run complete primary integrity audit.,11,final_primary_integrity_audit.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5252,5252,Run clean builds.,11,pre-ablation main/supplement builds,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P7
R-5262,5262,Clean build directory first.,11,pre-ablation main/supplement builds,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P7
R-5263,5263,Use the DOCX commands and output-filename mapping recorded in project_configuration.md (Phase 9 task 6 tooling) so the freeze manifests h...,11,pre-ablation main/supplement builds,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P7
R-5267,5267,The review pack remains an internal advisor artifact (Phase 9 task 4); it is excluded from publication evidence and the submission package.,11,pre-ablation main/supplement builds,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P7
R-5269,5269,Record page counts and warnings; verify the measured main-manuscript page count still satisfies the Section 1.5 hard page-limit rule agai...,11,pre-ablation main/supplement builds,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P7
R-5275,5275,Run repository engineering gates.,11,engineering gate logs,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5284,5284,Finalize Word validation.,11,word_validation_report.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P8
R-5285,5285,Open/update/save/reopen.,11,word_validation_report.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P8
R-5286,5286,"Recheck OMML, native tables, fields, citations, bibliography, TOC/lists, bookmarks, relationships, and visual layout.",11,word_validation_report.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P8
R-5289,5289,Freeze main manuscript scientifically.,11,main_manuscript_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5290,5290,"Record canonical, LaTeX, PDF, DOCX, claim matrix, citation map, and artifact hashes.",11,main_manuscript_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5292,5292,Mark main scientific content FROZEN_BEFORE_ABLATION.,11,main_manuscript_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5293,5293,No algorithm or primary experiment change is permitted after this point.,11,main_manuscript_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5295,5295,Freeze primary evidence and analysis.,11,primary_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5296,5296,"Record release ID, analysis bundle hashes, source-use audit, and artifact bindings.",11,primary_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5299,5299,Freeze pre-ablation supplementary core.,11,pre_ablation_supplement_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5300,5300,Hash all non-ablation content.,11,pre_ablation_supplement_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5301,5301,"Reserve final ablation insertion points in source only, not visible output.",11,pre_ablation_supplement_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5303,5303,Verify main-manuscript ablation prohibition.,11,no-ablation scan report,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5304,5304,"Scan text, captions, hidden fields, metadata, highlights, cover letter, and figures.",11,no-ablation scan report,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5306,5306,No ablation result or claim.,11,no-ablation scan report,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5308,5308,Verify final-phase prerequisites.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5309,5309,Algorithm freeze manifest intact.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5310,5310,Ablation preregistration complete.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5311,5311,Toggle audit complete.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5312,5312,Compute/environment available.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5313,5313,Staging paths ready and the promotion tool scripts/promote_evidence.py (built in Phase 2 task 10) verified operational.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5315,5315,No historical result leakage.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5317,5317,Create Phase 12 entry certificate.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5318,5318,List every required gate and checksum.,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5319,5319,"State that algorithm development, primary benchmarking, statistical validation, manuscript preparation, dual-format production, and manus...",11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5323,5323,Create correction-exception protocol.,11,correction_exception_protocol.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5324,5324,Define material contradiction thresholds.,11,correction_exception_protocol.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5325,5325,Permit text-only narrowing/correction in Phase 12.,11,correction_exception_protocol.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5326,5326,"Prohibit algorithm redesign, new primary tuning, or main-text ablation results.",11,correction_exception_protocol.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5331,5331,finalized pre-ablation main PDF and DOCX;,11,finalized pre-ablation main PDF and DOCX,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5332,5332,finalized pre-ablation supplementary core PDF and DOCX;,11,finalized pre-ablation supplementary core PDF and DOCX,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5333,5333,primary_freeze_manifest.json;,11,primary_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5334,5334,main_manuscript_freeze_manifest.json;,11,main_manuscript_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5335,5335,pre_ablation_supplement_freeze_manifest.json;,11,pre_ablation_supplement_freeze_manifest.json,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5336,5336,journal_compliance.md;,11,journal_compliance.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5337,5337,final_primary_integrity_audit.md;,11,final_primary_integrity_audit.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5338,5338,phase12_entry_certificate.md;,11,phase12_entry_certificate.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5339,5339,correction_exception_protocol.md;,11,correction_exception_protocol.md,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5340,5340,final pre-ablation build/Word/engineering reports.,11,final pre-ablation build/Word/engineering reports,Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5344,5344,complete acceptance checklist;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5345,5345,clean build and OOXML validation;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5346,5346,hash comparison with frozen registries;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5347,5347,journal rule cross-check;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5348,5348,no-ablation scan;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5349,5349,Phase 12 prerequisite validation.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5353,5353,P1 signs scientific finalization.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5354,5354,P3 signs primary statistical validity.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P3
R-5355,5355,P5 signs evidence/reproducibility freeze.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P5
R-5356,5356,P6 signs editorial finalization (closure of the minor/editorial tickets deferred from Gate 10).,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P6
R-5358,5358,P7 signs PDF.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P7
R-5359,5359,P8 signs Word.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P8
R-5360,5360,P9 signs integrity/no-ablation.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5361,5361,P10 signs journal compliance.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P10
R-5365,5365,zero open material ticket;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5366,5366,zero build error;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5367,5367,zero broken Word field;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5368,5368,zero source drift;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5369,5369,zero main-text ablation content;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5370,5370,all Phase 12 prerequisites green.,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P9
R-5374,5374,all algorithm development is complete and frozen;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5375,5375,all primary benchmarking and statistics are complete and validated;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5376,5376,main manuscript is scientifically and editorially finalized;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
R-5377,5377,PDF and Word are publication-ready;,11,phase_gate_register.csv (Gate 11),Gate 11 pre-ablation hard gate sign-off (P1+P3+P5+P6+P7+P8+P9+P10),P1
