line_no,classification,requirement_id,note
6770,integrated,R-6752,restricted formulation for R-6752
6771,integrated,R-6752,restricted formulation for R-6752
6772,integrated,R-6752,restricted formulation for R-6752
6773,integrated,R-6752,restricted formulation for R-6752
6774,integrated,R-6752,restricted formulation for R-6752
6775,structural_heading,,code fence delimiter
6777,integrated,R-6777,
6778,integrated,R-6777,continuation of R-6777
6780,structural_heading,,
6782,structural_heading,,code fence delimiter
6783,integrated,R-6783,
6784,integrated,R-6783,stock phrase for R-6783
6785,integrated,R-6783,stock phrase for R-6783
6786,integrated,R-6783,stock phrase for R-6783
6787,integrated,R-6783,stock phrase for R-6783
6788,integrated,R-6783,stock phrase for R-6783
6789,integrated,R-6783,stock phrase for R-6783
6790,integrated,R-6783,stock phrase for R-6783
6791,integrated,R-6783,stock phrase for R-6783
6792,integrated,R-6783,stock phrase for R-6783
6793,integrated,R-6783,stock phrase for R-6783
6794,integrated,R-6783,stock phrase for R-6783
6795,integrated,R-6783,stock phrase for R-6783
6796,integrated,R-6783,stock phrase for R-6783
6797,integrated,R-6783,stock phrase for R-6783
6798,integrated,R-6783,stock phrase for R-6783
6799,structural_heading,,code fence delimiter
6801,integrated,R-6801,
6802,integrated,R-6801,continuation of R-6801
6804,structural_heading,,horizontal rule
6806,structural_heading,,
6808,integrated,R-6808,
6809,integrated,R-6808,continuation of R-6808
6811,structural_heading,,
6813,structural_heading,,code fence delimiter
6814,example_or_comment,,expected command form (D.1); reconcile per R-6808
6815,example_or_comment,,expected command form (D.1); reconcile per R-6808
6816,example_or_comment,,expected command form (D.1); reconcile per R-6808
6817,example_or_comment,,expected command form (D.1); reconcile per R-6808
6818,example_or_comment,,expected command form (D.1); reconcile per R-6808
6819,example_or_comment,,expected command form (D.1); reconcile per R-6808
6820,example_or_comment,,expected command form (D.1); reconcile per R-6808
6821,example_or_comment,,expected command form (D.1); reconcile per R-6808
6822,example_or_comment,,expected command form (D.1); reconcile per R-6808
6823,example_or_comment,,expected command form (D.1); reconcile per R-6808
6824,structural_heading,,code fence delimiter
6826,structural_heading,,
6828,structural_heading,,code fence delimiter
6829,example_or_comment,,expected command form (D.2); reconcile per R-6808
6830,example_or_comment,,expected command form (D.2); reconcile per R-6808
6831,example_or_comment,,expected command form (D.2); reconcile per R-6808
6832,example_or_comment,,expected command form (D.2); reconcile per R-6808
6833,example_or_comment,,expected command form (D.2); reconcile per R-6808
6834,structural_heading,,code fence delimiter
6836,integrated,R-6836,
6837,integrated,R-6836,continuation of R-6836
6838,integrated,R-6836,continuation of R-6836
6839,integrated,R-6836,continuation of R-6836
6840,integrated,R-6836,continuation of R-6836
6842,structural_heading,,
6844,structural_heading,,code fence delimiter
6845,example_or_comment,,expected command form (D.3); reconcile per R-6808
6846,example_or_comment,,expected command form (D.3); reconcile per R-6808
6847,example_or_comment,,expected command form (D.3); reconcile per R-6808
6848,structural_heading,,code fence delimiter
6850,integrated,R-6850,
6851,integrated,R-6850,continuation of R-6850
6852,integrated,R-6850,continuation of R-6850
6854,structural_heading,,
6856,structural_heading,,code fence delimiter
6857,example_or_comment,,expected command form (D.4); reconcile per R-6808
6858,example_or_comment,,expected command form (D.4); reconcile per R-6808
6859,example_or_comment,,expected command form (D.4); reconcile per R-6808
6860,example_or_comment,,expected command form (D.4); reconcile per R-6808
6861,example_or_comment,,expected command form (D.4); reconcile per R-6808
6862,example_or_comment,,expected command form (D.4); reconcile per R-6808
6863,example_or_comment,,expected command form (D.4); reconcile per R-6808
6864,example_or_comment,,expected command form (D.4); reconcile per R-6808
6865,example_or_comment,,expected command form (D.4); reconcile per R-6808
6866,example_or_comment,,expected command form (D.4); reconcile per R-6808
6867,example_or_comment,,expected command form (D.4); reconcile per R-6808
6868,example_or_comment,,expected command form (D.4); reconcile per R-6808
6869,example_or_comment,,expected command form (D.4); reconcile per R-6808
6870,structural_heading,,code fence delimiter
6872,structural_heading,,
6874,structural_heading,,code fence delimiter
6875,example_or_comment,,expected command form (D.5); reconcile per R-6808
6876,example_or_comment,,expected command form (D.5); reconcile per R-6808
6877,example_or_comment,,expected command form (D.5); reconcile per R-6808
6878,example_or_comment,,expected command form (D.5); reconcile per R-6808
6879,example_or_comment,,expected command form (D.5); reconcile per R-6808
6880,example_or_comment,,expected command form (D.5); reconcile per R-6808
6881,example_or_comment,,expected command form (D.5); reconcile per R-6808
6882,structural_heading,,code fence delimiter
6884,integrated,R-6884,
6885,integrated,R-6884,continuation of R-6884
6886,integrated,R-6884,continuation of R-6884
6888,integrated,R-6888,
6889,integrated,R-6888,continuation of R-6888
6890,integrated,R-6888,continuation of R-6888
6892,structural_heading,,
6894,structural_heading,,code fence delimiter
6895,example_or_comment,,expected command form (D.6); reconcile per R-6808
6896,example_or_comment,,expected command form (D.6); reconcile per R-6808
6897,example_or_comment,,expected command form (D.6); reconcile per R-6808
6898,structural_heading,,code fence delimiter
6900,integrated,R-6900,
6901,integrated,R-6900,continuation of R-6900
6902,integrated,R-6900,continuation of R-6900
6903,integrated,R-6900,continuation of R-6900
6904,integrated,R-6900,continuation of R-6900
6905,integrated,R-6900,continuation of R-6900
6906,integrated,R-6900,continuation of R-6900
6907,integrated,R-6900,continuation of R-6900
6908,integrated,R-6900,continuation of R-6900
6909,integrated,R-6900,continuation of R-6900
6910,integrated,R-6900,continuation of R-6900
6912,structural_heading,,code fence delimiter
6913,integrated,R-6900,command spec for R-6900
6914,integrated,R-6900,command spec for R-6900
6915,integrated,R-6900,command spec for R-6900
6916,integrated,R-6900,command spec for R-6900
6917,integrated,R-6900,command spec for R-6900
6918,integrated,R-6900,command spec for R-6900
6919,structural_heading,,code fence delimiter
6921,integrated,R-6921,
6922,integrated,R-6921,continuation of R-6921
6923,integrated,R-6921,continuation of R-6921
6924,integrated,R-6921,continuation of R-6921
6926,structural_heading,,
6928,integrated,R-6928,
6929,integrated,R-6928,continuation of R-6928
6930,integrated,R-6928,continuation of R-6928
6931,integrated,R-6928,continuation of R-6928
6933,structural_heading,,
6935,integrated,R-6935,
6937,structural_heading,,code fence delimiter
6938,integrated,R-6935,audit target for R-6935
6939,integrated,R-6935,audit target for R-6935
6940,integrated,R-6935,audit target for R-6935
6941,integrated,R-6935,audit target for R-6935
6942,integrated,R-6935,audit target for R-6935
6943,integrated,R-6935,audit target for R-6935
6944,integrated,R-6935,audit target for R-6935
6945,integrated,R-6935,audit target for R-6935
6946,integrated,R-6935,audit target for R-6935
6947,integrated,R-6935,audit target for R-6935
6948,integrated,R-6935,audit target for R-6935
6949,structural_heading,,code fence delimiter
6951,integrated,R-6951,
6953,structural_heading,,code fence delimiter
6954,integrated,R-6951,audit target for R-6951
6955,integrated,R-6951,audit target for R-6951
6956,integrated,R-6951,audit target for R-6951
6957,integrated,R-6951,audit target for R-6951
6958,integrated,R-6951,audit target for R-6951
6959,integrated,R-6951,audit target for R-6951
6960,structural_heading,,code fence delimiter
6962,integrated,R-6962,
6963,integrated,R-6962,continuation of R-6962
6964,integrated,R-6962,continuation of R-6962
6965,integrated,R-6962,continuation of R-6962
6966,integrated,R-6962,continuation of R-6962
6967,integrated,R-6962,continuation of R-6962
6969,structural_heading,,
6971,integrated,R-6971,
6973,structural_heading,,code fence delimiter
6974,integrated,R-6971,audit target for R-6971
6975,integrated,R-6971,audit target for R-6971
6976,integrated,R-6971,audit target for R-6971
6977,structural_heading,,code fence delimiter
6979,integrated,R-6979,
6980,integrated,R-6979,continuation of R-6979
6981,integrated,R-6979,continuation of R-6979
6983,integrated,R-6983,
6985,structural_heading,,code fence delimiter
6986,integrated,R-6983,audit target for R-6983
6987,integrated,R-6983,audit target for R-6983
6988,structural_heading,,code fence delimiter
6990,integrated,R-6990,
6991,integrated,R-6990,continuation of R-6990
6993,integrated,R-6993,
6994,integrated,R-6993,continuation of R-6993
6995,integrated,R-6993,continuation of R-6993
6996,integrated,R-6993,continuation of R-6993
6998,integrated,R-6998,
6999,integrated,R-6998,continuation of R-6998
7000,integrated,R-6998,continuation of R-6998
7001,integrated,R-6998,continuation of R-6998
7002,integrated,R-6998,continuation of R-6998
7004,structural_heading,,
7006,integrated,R-7006,
7008,integrated,R-7006,audit target for R-7006
7009,integrated,R-7006,audit target for R-7006
7010,integrated,R-7006,audit target for R-7006
7011,integrated,R-7006,audit target for R-7006
7012,integrated,R-7006,audit target for R-7006
7013,integrated,R-7006,audit target for R-7006
7014,integrated,R-7006,audit target for R-7006
7015,integrated,R-7006,audit target for R-7006
7016,integrated,R-7006,audit target for R-7006
7018,integrated,R-7018,
7019,integrated,R-7018,continuation of R-7018
7021,structural_heading,,
7023,integrated,R-7023,
7025,structural_heading,,code fence delimiter
7026,integrated,R-7023,contract spec for R-7023
7027,integrated,R-7023,contract spec for R-7023
7028,integrated,R-7023,contract spec for R-7023
7029,integrated,R-7023,contract spec for R-7023
7030,integrated,R-7023,contract spec for R-7023
7031,integrated,R-7023,contract spec for R-7023
7032,integrated,R-7023,contract spec for R-7023
7033,structural_heading,,code fence delimiter
7035,integrated,R-7035,
7036,integrated,R-7035,continuation of R-7035
7037,integrated,R-7037,
7038,integrated,R-7037,continuation of R-7037
7040,structural_heading,,
7042,integrated,R-7042,
7044,structural_heading,,code fence delimiter
7045,integrated,R-7042,mapping example for R-7042
7046,integrated,R-7042,mapping example for R-7042
7047,integrated,R-7042,mapping example for R-7042
7048,integrated,R-7042,mapping example for R-7042
7049,integrated,R-7042,mapping example for R-7042
7050,integrated,R-7042,mapping example for R-7042
7051,structural_heading,,code fence delimiter
7053,integrated,R-7053,
7054,integrated,R-7053,continuation of R-7053
7055,integrated,R-7053,continuation of R-7053
7056,integrated,R-7053,continuation of R-7053
7058,structural_heading,,
7060,integrated,R-7060,
7061,integrated,R-7060,continuation of R-7060
7063,structural_heading,,code fence delimiter
7064,integrated,R-7060,audit target for R-7060
7065,integrated,R-7060,audit target for R-7060
7066,integrated,R-7060,audit target for R-7060
7067,integrated,R-7060,audit target for R-7060
7068,integrated,R-7060,audit target for R-7060
7069,integrated,R-7060,audit target for R-7060
7070,integrated,R-7060,audit target for R-7060
7071,integrated,R-7060,audit target for R-7060
7072,integrated,R-7060,audit target for R-7060
7073,integrated,R-7060,audit target for R-7060
7074,integrated,R-7060,audit target for R-7060
7075,integrated,R-7060,audit target for R-7060
7076,structural_heading,,code fence delimiter
7078,integrated,R-7078,
7079,integrated,R-7078,continuation of R-7078
7080,integrated,R-7078,continuation of R-7078
7082,nonoperative,,frozen-profile mechanism facts; context for R-7087
7083,nonoperative,,frozen-profile mechanism facts; context for R-7087
7084,nonoperative,,frozen-profile mechanism facts; context for R-7087
7085,nonoperative,,frozen-profile mechanism facts; context for R-7087
7086,nonoperative,,frozen-profile mechanism facts; context for R-7087
7087,integrated,R-7087,
7088,integrated,R-7087,continuation of R-7087
7089,integrated,R-7087,continuation of R-7087
7090,integrated,R-7087,continuation of R-7087
7091,integrated,R-7087,continuation of R-7087
7092,integrated,R-7087,continuation of R-7087
7094,nonoperative,,introduces legacy aggregate path
7096,structural_heading,,code fence delimiter
7097,example_or_comment,,legacy staging path; superseded for final analysis by R-7100
7098,structural_heading,,code fence delimiter
7100,integrated,R-7100,
7101,integrated,R-7100,continuation of R-7100
7103,structural_heading,,
7105,integrated,R-7105,
7106,integrated,R-7105,continuation of R-7105
7107,integrated,R-7105,continuation of R-7105
7109,structural_heading,,code fence delimiter
7110,integrated,R-7105,legacy alias for R-7105
7111,integrated,R-7105,legacy alias for R-7105
7112,integrated,R-7105,legacy alias for R-7105
7113,integrated,R-7105,legacy alias for R-7105
7114,integrated,R-7105,legacy alias for R-7105
7115,integrated,R-7105,legacy alias for R-7105
7116,integrated,R-7105,legacy alias for R-7105
7117,integrated,R-7105,legacy alias for R-7105
7118,integrated,R-7105,legacy alias for R-7105
7119,integrated,R-7105,legacy alias for R-7105
7120,structural_heading,,code fence delimiter
7122,integrated,R-7122,
7123,integrated,R-7122,continuation of R-7122
7124,integrated,R-7122,continuation of R-7122
7126,structural_heading,,
7128,integrated,R-7128,
7130,structural_heading,,code fence delimiter
7131,integrated,R-7128,legacy companion for R-7128
7132,integrated,R-7128,legacy companion for R-7128
7133,integrated,R-7128,legacy companion for R-7128
7134,integrated,R-7128,legacy companion for R-7128
7135,integrated,R-7128,legacy companion for R-7128
7136,integrated,R-7128,legacy companion for R-7128
7137,integrated,R-7128,legacy companion for R-7128
7138,integrated,R-7128,legacy companion for R-7128
7139,integrated,R-7128,legacy companion for R-7128
7140,integrated,R-7128,legacy companion for R-7128
7141,integrated,R-7128,legacy companion for R-7128
7142,structural_heading,,code fence delimiter
7144,integrated,R-7144,
7145,integrated,R-7144,continuation of R-7144
7146,integrated,R-7144,continuation of R-7144
7148,structural_heading,,
7150,integrated,R-7150,
7151,integrated,R-7150,continuation of R-7150
7152,integrated,R-7150,continuation of R-7150
7153,integrated,R-7150,continuation of R-7150
7154,integrated,R-7150,continuation of R-7150
7155,integrated,R-7150,continuation of R-7150
7157,structural_heading,,code fence delimiter
7158,integrated,R-7150,legacy schema alias for R-7150
7159,integrated,R-7150,legacy schema alias for R-7150
7161,integrated,R-7150,legacy schema alias for R-7150
7162,integrated,R-7150,legacy schema alias for R-7150
7164,integrated,R-7150,legacy schema alias for R-7150
7165,integrated,R-7150,legacy schema alias for R-7150
7167,integrated,R-7150,legacy schema alias for R-7150
7168,integrated,R-7150,legacy schema alias for R-7150
7169,structural_heading,,code fence delimiter
7171,integrated,R-7171,
7173,structural_heading,,code fence delimiter
7174,integrated,R-7171,path pattern for R-7171
7175,integrated,R-7171,path pattern for R-7171
7176,integrated,R-7171,path pattern for R-7171
7177,integrated,R-7171,path pattern for R-7171
7178,integrated,R-7171,path pattern for R-7171
7179,integrated,R-7171,path pattern for R-7171
7180,integrated,R-7171,path pattern for R-7171
7181,integrated,R-7171,path pattern for R-7171
7182,integrated,R-7171,path pattern for R-7171
7183,integrated,R-7171,path pattern for R-7171
7184,integrated,R-7171,path pattern for R-7171
7185,integrated,R-7171,path pattern for R-7171
7186,integrated,R-7171,path pattern for R-7171
7187,structural_heading,,code fence delimiter
7189,integrated,R-7189,
7191,structural_heading,,code fence delimiter
7192,integrated,R-7189,compatibility pattern for R-7189
7193,integrated,R-7189,compatibility pattern for R-7189
7194,integrated,R-7189,compatibility pattern for R-7189
7195,integrated,R-7189,compatibility pattern for R-7189
7196,integrated,R-7189,compatibility pattern for R-7189
7197,integrated,R-7189,compatibility pattern for R-7189
7198,integrated,R-7189,compatibility pattern for R-7189
7199,integrated,R-7189,compatibility pattern for R-7189
7200,integrated,R-7189,compatibility pattern for R-7189
7201,structural_heading,,code fence delimiter
7203,integrated,R-7203,
7204,integrated,R-7203,continuation of R-7203
7206,structural_heading,,code fence delimiter
7207,integrated,R-7203,failure message for R-7203
7208,integrated,R-7203,failure message for R-7203
7209,structural_heading,,code fence delimiter
7211,integrated,R-7211,
7212,integrated,R-7211,continuation of R-7211
7213,integrated,R-7211,continuation of R-7211
7214,integrated,R-7211,continuation of R-7211
7216,structural_heading,,horizontal rule
7218,structural_heading,,
7220,structural_heading,,
7222,structural_heading,,code fence delimiter
7223,integrated,R-7223,
7224,integrated,R-7223,validator spec for R-7223
7225,integrated,R-7223,validator spec for R-7223
7226,integrated,R-7223,validator spec for R-7223
7227,structural_heading,,code fence delimiter
7229,integrated,R-7229,
7230,integrated,R-7229,continuation of R-7229
7232,structural_heading,,
7234,structural_heading,,code fence delimiter
7235,integrated,R-7235,
7236,integrated,R-7235,validator spec for R-7235
7237,integrated,R-7235,validator spec for R-7235
7238,integrated,R-7235,validator spec for R-7235
7239,integrated,R-7235,validator spec for R-7235
7241,integrated,R-7235,validator spec for R-7235
7242,integrated,R-7235,validator spec for R-7235
