line_no,classification,requirement_id,note
3906,integrated,R-3906,prohibition: no ablation input
3908,structural_heading,,
3910,integrated,R-3910,
3911,integrated,R-3911,
3912,integrated,R-3911,cont R-3911
3913,integrated,R-3913,
3915,integrated,R-3915,
3916,integrated,R-3916,
3917,integrated,R-3917,
3918,integrated,R-3918,
3919,integrated,R-3919,
3921,integrated,R-3921,
3922,integrated,R-3922,
3923,integrated,R-3923,
3924,integrated,R-3924,
3926,integrated,R-3926,
3928,structural_heading,,code fence delimiter
3929,integrated,R-3926,command spec for R-3926
3930,structural_heading,,code fence delimiter
3932,integrated,R-3932,
3933,integrated,R-3933,
3935,integrated,R-3935,
3937,structural_heading,,code fence delimiter
3938,integrated,R-3935,command spec for R-3935
3939,structural_heading,,code fence delimiter
3941,integrated,R-3941,
3943,integrated,R-3943,
3945,structural_heading,,code fence delimiter
3946,integrated,R-3943,command spec for R-3943
3947,structural_heading,,code fence delimiter
3949,integrated,R-3949,
3951,integrated,R-3951,
3952,integrated,R-3952,
3953,integrated,R-3953,
3954,integrated,R-3954,
3956,integrated,R-3956,
3957,integrated,R-3957,
3958,integrated,R-3958,
3960,integrated,R-3960,
3961,integrated,R-3961,
3962,integrated,R-3962,
3963,integrated,R-3963,
3964,integrated,R-3964,
3966,integrated,R-3966,
3967,integrated,R-3967,
3968,integrated,R-3968,
3970,integrated,R-3970,
3971,integrated,R-3971,
3972,integrated,R-3972,
3973,integrated,R-3973,
3975,integrated,R-3975,
3976,integrated,R-3976,
3977,integrated,R-3977,
3978,integrated,R-3978,
3980,integrated,R-3980,
3981,integrated,R-3981,
3982,integrated,R-3982,
3984,integrated,R-3984,
3985,integrated,R-3985,
3986,integrated,R-3985,cont R-3985
3987,integrated,R-3987,
3988,integrated,R-3988,
3990,integrated,R-3990,
3991,integrated,R-3991,
3992,integrated,R-3991,cont R-3991
3993,integrated,R-3993,
3995,integrated,R-3995,
3996,integrated,R-3996,
3997,integrated,R-3997,
3999,integrated,R-3999,
4000,integrated,R-4000,
4001,integrated,R-4000,cont R-4000
4002,integrated,R-4002,
4004,integrated,R-4004,
4005,integrated,R-4005,
4006,integrated,R-4006,
4007,integrated,R-4006,cont R-4006
4008,integrated,R-4008,
4010,integrated,R-4010,
4011,integrated,R-4011,
4012,integrated,R-4012,
4013,integrated,R-4013,
4015,integrated,R-4015,
4016,integrated,R-4016,
4017,integrated,R-4017,
4018,integrated,R-4018,
4020,integrated,R-4020,
4021,integrated,R-4021,
4022,integrated,R-4022,
4023,integrated,R-4023,
4025,integrated,R-4025,
4026,integrated,R-4026,
4027,integrated,R-4026,cont R-4026
4028,integrated,R-4028,
4029,integrated,R-4029,
4031,integrated,R-4031,
4032,integrated,R-4032,
4033,integrated,R-4032,cont R-4032
4034,integrated,R-4032,cont R-4032
4035,integrated,R-4032,cont R-4032
4036,integrated,R-4032,cont R-4032
4037,integrated,R-4037,
4038,integrated,R-4037,cont R-4037
4039,integrated,R-4039,
4041,structural_heading,,
4043,integrated,R-4043,
4044,integrated,R-4043,cont R-4043
4045,integrated,R-4045,
4046,integrated,R-4045,cont R-4045
4047,integrated,R-4047,
4048,integrated,R-4048,
4049,integrated,R-4049,
4050,integrated,R-4050,
4051,integrated,R-4051,
4052,integrated,R-4052,
4053,integrated,R-4053,
4054,integrated,R-4054,
4055,integrated,R-4055,
4056,integrated,R-4056,
4057,integrated,R-4057,
4058,integrated,R-4058,
4059,integrated,R-4059,
4061,structural_heading,,
4063,integrated,R-4063,
4064,integrated,R-4064,
4065,integrated,R-4065,
4066,integrated,R-4066,
4067,integrated,R-4067,
4068,integrated,R-4068,
4069,integrated,R-4069,
4070,integrated,R-4070,
4071,integrated,R-4071,
4073,structural_heading,,
4075,integrated,R-4075,
4076,integrated,R-4076,
4077,integrated,R-4077,
4078,integrated,R-4078,
4080,structural_heading,,
4082,integrated,R-4082,
4083,integrated,R-4083,
4084,integrated,R-4084,
4085,integrated,R-4085,
4086,integrated,R-4086,
4087,integrated,R-4087,
4088,integrated,R-4088,
4090,structural_heading,,
4092,integrated,R-4092,
4093,integrated,R-4093,
4094,integrated,R-4094,
4095,integrated,R-4095,
4096,integrated,R-4096,
4097,integrated,R-4097,
4098,integrated,R-4098,
4100,structural_heading,,
4102,integrated,R-4102,
4103,integrated,R-4102,cont R-4102
4105,structural_heading,,
4107,structural_heading,,table header
4108,structural_heading,,table separator
4109,nonoperative,,risk table row (context)
4110,nonoperative,,risk table row (context)
4111,nonoperative,,risk table row (context)
4112,nonoperative,,risk table row (context)
4113,nonoperative,,risk table row (context)
4115,structural_heading,,
4117,nonoperative,,assumption context
4118,nonoperative,,assumption context
4119,nonoperative,,assumption context
4121,structural_heading,,
4123,nonoperative,,mitigation context
4124,nonoperative,,mitigation context
4125,nonoperative,,mitigation context
4126,nonoperative,,mitigation context
4127,nonoperative,,mitigation context
4129,structural_heading,,
4131,integrated,R-4131,
4132,integrated,R-4131,cont R-4131
4133,integrated,R-4131,cont R-4131
4135,structural_heading,,
4137,integrated,R-4137,
4138,integrated,R-4137,cont R-4137
4139,integrated,R-4137,cont R-4137
4141,structural_heading,,horizontal rule
4143,structural_heading,,
4145,structural_heading,,
4147,nonoperative,,
4148,nonoperative,,
4149,nonoperative,,
4151,structural_heading,,
4153,nonoperative,,outcome summary; enforced at acceptance
4154,nonoperative,,outcome summary; enforced at acceptance
4155,nonoperative,,outcome summary; enforced at acceptance
4156,nonoperative,,outcome summary; enforced at acceptance
4157,nonoperative,,outcome summary; enforced at acceptance
4158,nonoperative,,outcome summary; enforced at acceptance
4160,structural_heading,,
4162,integrated,R-4162,
4163,integrated,R-4163,
4164,integrated,R-4164,
4165,integrated,R-4164,cont R-4164
4166,integrated,R-4166,
4167,integrated,R-4167,
4169,structural_heading,,
4171,nonoperative,,prerequisite listing
4172,nonoperative,,prerequisite listing
4173,nonoperative,,prerequisite listing
4174,nonoperative,,prerequisite listing
4175,nonoperative,,prerequisite listing
4176,nonoperative,,
4177,nonoperative,,
4179,structural_heading,,
4181,nonoperative,,input listing
4182,nonoperative,,input listing
4183,nonoperative,,input listing
4184,nonoperative,,input listing
4185,nonoperative,,
4186,nonoperative,,input listing
4188,structural_heading,,
4190,integrated,R-4190,prohibition: no Phase 12 ablation source
4192,structural_heading,,
4194,integrated,R-4194,
4195,integrated,R-4195,
4196,integrated,R-4196,
4197,integrated,R-4196,cont R-4196
4198,integrated,R-4198,
4199,integrated,R-4198,cont R-4198
4200,integrated,R-4198,cont R-4198
4201,integrated,R-4198,cont R-4198
4202,integrated,R-4198,cont R-4198
4203,integrated,R-4203,
4204,integrated,R-4203,cont R-4203
4205,integrated,R-4203,cont R-4203
4206,integrated,R-4203,cont R-4203
4207,integrated,R-4207,
4209,integrated,R-4209,
4211,structural_heading,,code fence delimiter
4212,integrated,R-4209,command spec for R-4209
4213,integrated,R-4209,command spec for R-4209
4214,integrated,R-4209,command spec for R-4209
4215,structural_heading,,code fence delimiter
4217,integrated,R-4217,
4218,integrated,R-4217,cont R-4217
4219,integrated,R-4217,cont R-4217
4220,integrated,R-4217,cont R-4217
4221,integrated,R-4217,cont R-4217
4222,integrated,R-4217,cont R-4217
4223,integrated,R-4223,
4224,integrated,R-4223,cont R-4223
4225,integrated,R-4223,cont R-4223
4226,integrated,R-4223,cont R-4223
4227,integrated,R-4223,cont R-4223
4228,integrated,R-4223,cont R-4223
4229,integrated,R-4229,
4230,integrated,R-4230,
4232,integrated,R-4232,
4234,structural_heading,,code fence delimiter
4235,integrated,R-4232,command spec for R-4232
4236,integrated,R-4232,command spec for R-4232
4237,integrated,R-4232,command spec for R-4232
4238,integrated,R-4232,command spec for R-4232
4239,integrated,R-4232,command spec for R-4232
4240,structural_heading,,code fence delimiter
4242,integrated,R-4242,
4243,integrated,R-4243,
4244,integrated,R-4243,cont R-4243
4245,integrated,R-4243,cont R-4243
4246,integrated,R-4243,cont R-4243
4247,integrated,R-4243,cont R-4243
4248,integrated,R-4248,
4250,integrated,R-4250,
4252,structural_heading,,code fence delimiter
4253,integrated,R-4250,command spec for R-4250
4254,integrated,R-4250,command spec for R-4250
4255,integrated,R-4250,command spec for R-4250
4256,integrated,R-4250,command spec for R-4250
4257,integrated,R-4250,command spec for R-4250
4258,structural_heading,,code fence delimiter
4260,integrated,R-4260,
4261,integrated,R-4261,
4262,integrated,R-4261,cont R-4261
4264,integrated,R-4264,
4265,integrated,R-4265,
4266,integrated,R-4266,
4267,integrated,R-4267,
4269,integrated,R-4269,
4270,integrated,R-4270,
4271,integrated,R-4270,cont R-4270
4272,integrated,R-4272,
4273,integrated,R-4272,cont R-4272
4274,integrated,R-4274,
4276,integrated,R-4276,
4277,integrated,R-4277,
4278,integrated,R-4277,cont R-4277
4280,integrated,R-4280,
4281,integrated,R-4281,
4282,integrated,R-4281,cont R-4281
4283,integrated,R-4283,
4285,integrated,R-4285,
4286,integrated,R-4286,
4287,integrated,R-4287,
4289,integrated,R-4289,
4290,integrated,R-4290,
4291,integrated,R-4291,
4293,integrated,R-4293,
4294,integrated,R-4294,
4295,integrated,R-4294,cont R-4294
4296,integrated,R-4294,cont R-4294
4297,integrated,R-4294,cont R-4294
4298,integrated,R-4298,
4299,integrated,R-4298,cont R-4298
4301,integrated,R-4301,
4302,integrated,R-4302,
4303,integrated,R-4303,
4304,integrated,R-4304,
4306,integrated,R-4306,
4307,integrated,R-4307,
4308,integrated,R-4308,
4310,integrated,R-4310,
4311,integrated,R-4311,
4312,integrated,R-4312,
4313,integrated,R-4313,
4315,structural_heading,,
4317,integrated,R-4317,
4318,integrated,R-4318,
4319,integrated,R-4319,
4320,integrated,R-4320,
4321,integrated,R-4321,
4322,integrated,R-4322,
4323,integrated,R-4323,
4324,integrated,R-4324,
4326,structural_heading,,
4328,integrated,R-4328,
4329,integrated,R-4329,
4330,integrated,R-4330,
4331,integrated,R-4331,
4332,integrated,R-4332,
4333,integrated,R-4333,
4334,integrated,R-4334,
4336,structural_heading,,
4338,integrated,R-4338,
4339,integrated,R-4339,
4340,integrated,R-4340,
4341,integrated,R-4341,
4342,integrated,R-4342,
4344,structural_heading,,
4346,integrated,R-4346,
4347,integrated,R-4347,
4348,integrated,R-4348,
4349,integrated,R-4349,
4350,integrated,R-4350,
4351,integrated,R-4351,
4353,structural_heading,,
4355,integrated,R-4355,
4356,integrated,R-4356,
4357,integrated,R-4357,
4358,integrated,R-4358,
4359,integrated,R-4359,
4360,integrated,R-4360,
4361,integrated,R-4361,
4363,structural_heading,,
4365,integrated,R-4365,
4366,integrated,R-4365,cont R-4365
4368,structural_heading,,
4370,structural_heading,,table header
4371,structural_heading,,table separator
4372,nonoperative,,risk table row (context)
4373,nonoperative,,risk table row (context)
4374,nonoperative,,risk table row (context)
4375,nonoperative,,risk table row (context)
4376,nonoperative,,risk table row (context)
4378,structural_heading,,
4380,nonoperative,,assumption context
4381,nonoperative,,assumption context
4382,nonoperative,,assumption context
4384,structural_heading,,
4386,nonoperative,,mitigation context
4387,nonoperative,,mitigation context
4388,nonoperative,,mitigation context
4389,nonoperative,,mitigation context
4390,nonoperative,,mitigation context
4392,structural_heading,,
4394,integrated,R-4394,
4395,integrated,R-4394,cont R-4394
4397,structural_heading,,
4399,integrated,R-4399,
4400,integrated,R-4399,cont R-4399
4402,structural_heading,,horizontal rule
4404,structural_heading,,
4406,structural_heading,,
4408,nonoperative,,
4409,nonoperative,,
4410,nonoperative,,
4412,structural_heading,,
4414,nonoperative,,outcome summary; enforced at acceptance
4415,nonoperative,,outcome summary; enforced at acceptance
4416,nonoperative,,outcome summary; enforced at acceptance
4417,nonoperative,,outcome summary; enforced at acceptance
4418,nonoperative,,
4419,nonoperative,,outcome summary; enforced at acceptance
4421,structural_heading,,
4423,integrated,R-4423,
4424,integrated,R-4424,
4425,integrated,R-4425,
4426,integrated,R-4426,
4428,structural_heading,,
4430,nonoperative,,prerequisite listing
4431,nonoperative,,prerequisite listing
4432,nonoperative,,prerequisite listing
4433,nonoperative,,prerequisite listing
4434,nonoperative,,prerequisite listing
4435,nonoperative,,prerequisite listing
4437,structural_heading,,
4439,nonoperative,,input listing
4440,nonoperative,,
4441,nonoperative,,
4442,integrated,R-4442,restriction: draft prose for audit/rewrite only
4443,nonoperative,,input listing
4444,nonoperative,,input listing
4445,nonoperative,,input listing
4447,structural_heading,,
4449,nonoperative,,
4451,structural_heading,,
4453,integrated,R-4453,
4454,integrated,R-4453,ordered step of R-4453
4455,integrated,R-4453,ordered step of R-4453
4456,integrated,R-4453,ordered step of R-4453
4457,integrated,R-4453,ordered step of R-4453
4458,integrated,R-4453,ordered step of R-4453
4459,integrated,R-4453,ordered step of R-4453
4460,integrated,R-4453,ordered step of R-4453
4461,integrated,R-4453,ordered step of R-4453
4462,integrated,R-4453,ordered step of R-4453
4463,integrated,R-4453,ordered step of R-4453
4465,integrated,R-4465,
4466,integrated,R-4466,
4467,integrated,R-4467,
4468,integrated,R-4468,
4469,integrated,R-4469,
4470,integrated,R-4470,
4471,integrated,R-4471,
4472,integrated,R-4472,
4474,integrated,R-4474,
4475,integrated,R-4475,
4476,integrated,R-4476,
4478,integrated,R-4478,
4479,integrated,R-4479,
4480,integrated,R-4479,cont R-4479
4481,integrated,R-4481,
4482,integrated,R-4482,
4484,integrated,R-4484,
4485,integrated,R-4485,
4486,integrated,R-4485,cont R-4485
4487,integrated,R-4485,cont R-4485
4488,integrated,R-4488,
4490,integrated,R-4490,
4491,integrated,R-4491,
4492,integrated,R-4492,
4493,integrated,R-4492,cont R-4492
4494,integrated,R-4494,
4495,integrated,R-4495,
4497,integrated,R-4497,
4498,integrated,R-4498,
4499,integrated,R-4499,
4500,integrated,R-4500,
4501,integrated,R-4500,cont R-4500
4502,integrated,R-4502,
4503,integrated,R-4502,cont R-4502
4504,integrated,R-4502,cont R-4502
4506,integrated,R-4506,
4507,integrated,R-4507,
4508,integrated,R-4508,
4510,integrated,R-4510,
4511,integrated,R-4511,
4512,integrated,R-4512,
4513,integrated,R-4512,cont R-4512
4515,integrated,R-4515,
4516,integrated,R-4516,
4517,integrated,R-4517,
4519,integrated,R-4519,
4520,integrated,R-4520,
4521,integrated,R-4521,
4522,integrated,R-4522,
4523,integrated,R-4523,
4525,integrated,R-4525,
4526,integrated,R-4526,
4527,integrated,R-4526,cont R-4526
4528,integrated,R-4528,
4529,integrated,R-4528,cont R-4528
4530,integrated,R-4528,cont R-4528
4532,integrated,R-4532,
4533,integrated,R-4533,
4534,integrated,R-4534,
4536,integrated,R-4536,
4537,integrated,R-4537,
4538,integrated,R-4538,
4539,integrated,R-4539,
4541,integrated,R-4541,
4542,integrated,R-4542,
4543,integrated,R-4543,
4544,integrated,R-4544,
4546,integrated,R-4546,
4547,integrated,R-4547,
4548,integrated,R-4547,cont R-4547
4549,integrated,R-4549,
4550,integrated,R-4549,cont R-4549
4551,integrated,R-4551,
4552,integrated,R-4551,cont R-4551
4553,integrated,R-4551,cont R-4551
4554,integrated,R-4551,cont R-4551
4555,integrated,R-4555,
4556,integrated,R-4555,cont R-4555
4557,integrated,R-4557,
4558,integrated,R-4557,cont R-4557
4560,structural_heading,,
4562,integrated,R-4562,
4563,integrated,R-4563,
4564,integrated,R-4564,
4565,integrated,R-4565,
4566,integrated,R-4566,
4567,integrated,R-4567,
4568,integrated,R-4568,
4569,integrated,R-4569,
4570,integrated,R-4570,
4572,structural_heading,,
4574,integrated,R-4574,
4575,integrated,R-4575,
4576,integrated,R-4576,
4577,integrated,R-4577,
4578,integrated,R-4578,
4579,integrated,R-4579,
4580,integrated,R-4580,
4582,structural_heading,,
4584,integrated,R-4584,
4585,integrated,R-4585,
4586,integrated,R-4586,
4587,integrated,R-4587,
4588,integrated,R-4588,
4590,structural_heading,,
4592,integrated,R-4592,
4593,integrated,R-4593,
4594,integrated,R-4594,
4595,integrated,R-4595,
4596,integrated,R-4596,
4597,integrated,R-4597,
4599,structural_heading,,
4601,integrated,R-4601,
4602,integrated,R-4602,
4603,integrated,R-4603,
4604,integrated,R-4604,
4605,integrated,R-4605,
4606,integrated,R-4606,
4607,integrated,R-4607,
4609,structural_heading,,
4611,integrated,R-4611,
4612,integrated,R-4611,cont R-4611
4614,structural_heading,,
4616,structural_heading,,table header
4617,structural_heading,,table separator
4618,nonoperative,,risk table row (context)
4619,nonoperative,,risk table row (context)
4620,nonoperative,,risk table row (context)
4621,nonoperative,,risk table row (context)
4622,nonoperative,,risk table row (context)
4624,structural_heading,,
4626,nonoperative,,assumption context
4627,nonoperative,,assumption context
4628,nonoperative,,assumption context
4630,structural_heading,,
4632,nonoperative,,mitigation context
4633,nonoperative,,mitigation context
4634,nonoperative,,mitigation context
4635,nonoperative,,mitigation context
4636,nonoperative,,mitigation context
4638,structural_heading,,
4640,integrated,R-4640,
4641,integrated,R-4640,cont R-4640
4643,structural_heading,,
4645,integrated,R-4645,
4646,integrated,R-4645,cont R-4645
4647,integrated,R-4645,cont R-4645
4649,structural_heading,,horizontal rule
4651,structural_heading,,
4653,structural_heading,,
4655,nonoperative,,
4656,nonoperative,,
4657,nonoperative,,
4659,structural_heading,,
4661,nonoperative,,outcome summary; enforced at acceptance
4662,nonoperative,,outcome summary; enforced at acceptance
4663,nonoperative,,outcome summary; enforced at acceptance
4664,nonoperative,,
4665,nonoperative,,outcome summary; enforced at acceptance
4666,nonoperative,,outcome summary; enforced at acceptance
4667,nonoperative,,outcome summary; enforced at acceptance
4669,structural_heading,,
4671,integrated,R-4671,
4672,integrated,R-4672,
4673,integrated,R-4673,
4674,integrated,R-4673,cont R-4673
4675,integrated,R-4673,cont R-4673
4676,integrated,R-4673,cont R-4673
4677,integrated,R-4677,
4679,structural_heading,,
4681,nonoperative,,prerequisite listing
4682,nonoperative,,prerequisite listing
4683,nonoperative,,prerequisite listing
4684,nonoperative,,prerequisite listing
4685,nonoperative,,prerequisite listing
4686,nonoperative,,prerequisite listing
4687,nonoperative,,prerequisite listing
4689,structural_heading,,
4691,nonoperative,,input listing
4692,nonoperative,,input listing
4693,nonoperative,,input listing
4694,nonoperative,,input listing
4695,nonoperative,,input listing
4696,nonoperative,,input listing
4698,structural_heading,,
4700,nonoperative,,
4702,structural_heading,,
4704,integrated,R-4704,
4705,integrated,R-4705,
4706,integrated,R-4705,cont R-4705
4708,integrated,R-4708,
4710,structural_heading,,code fence delimiter
4711,integrated,R-4708,command spec for R-4708
4712,structural_heading,,code fence delimiter
4714,integrated,R-4714,
4715,integrated,R-4715,
4716,integrated,R-4715,cont R-4715
4718,integrated,R-4718,
4720,structural_heading,,code fence delimiter
4721,integrated,R-4718,command spec for R-4718
4722,structural_heading,,code fence delimiter
4724,integrated,R-4724,
4725,integrated,R-4725,
4727,integrated,R-4727,
4729,structural_heading,,code fence delimiter
4730,integrated,R-4727,command spec for R-4727
4731,structural_heading,,code fence delimiter
4733,integrated,R-4733,
4734,integrated,R-4734,
4735,integrated,R-4734,cont R-4734
4736,integrated,R-4734,cont R-4734
4737,integrated,R-4734,cont R-4734
4739,integrated,R-4739,
4740,integrated,R-4740,
4741,integrated,R-4740,cont R-4740
4742,integrated,R-4742,
4744,integrated,R-4744,
4745,integrated,R-4745,
4746,integrated,R-4745,cont R-4745
4747,integrated,R-4745,cont R-4745
4748,integrated,R-4745,cont R-4745
4749,integrated,R-4745,cont R-4745
4750,integrated,R-4745,cont R-4745
4751,integrated,R-4745,cont R-4745
4752,integrated,R-4752,
4753,integrated,R-4752,cont R-4752
4754,integrated,R-4752,cont R-4752
4755,integrated,R-4755,
4756,integrated,R-4755,cont R-4755
4757,integrated,R-4755,cont R-4755
4759,integrated,R-4759,
4761,structural_heading,,code fence delimiter
4762,integrated,R-4759,command spec for R-4759
4763,structural_heading,,code fence delimiter
4765,integrated,R-4765,
4766,integrated,R-4765,cont R-4765
4767,integrated,R-4767,
4768,integrated,R-4768,
4769,integrated,R-4768,cont R-4768
4771,integrated,R-4771,
4773,structural_heading,,code fence delimiter
4774,integrated,R-4771,command spec for R-4771
4775,structural_heading,,code fence delimiter
4777,integrated,R-4777,
4778,integrated,R-4777,cont R-4777
4779,integrated,R-4779,
4781,integrated,R-4781,
4782,integrated,R-4782,
4783,integrated,R-4783,
4784,integrated,R-4783,cont R-4783
4785,integrated,R-4785,
4787,integrated,R-4787,
4788,integrated,R-4788,
4789,integrated,R-4789,
4790,integrated,R-4790,
4792,integrated,R-4792,
4793,integrated,R-4793,
4794,integrated,R-4794,
4795,integrated,R-4795,
4796,integrated,R-4796,
4798,integrated,R-4798,
4799,integrated,R-4799,
4800,integrated,R-4799,cont R-4799
4801,integrated,R-4801,
4802,integrated,R-4802,
4804,integrated,R-4804,
4805,integrated,R-4805,
4806,integrated,R-4805,cont R-4805
4807,integrated,R-4807,
4809,integrated,R-4809,
4810,integrated,R-4810,
4811,integrated,R-4811,
4812,integrated,R-4812,
4814,integrated,R-4814,
4815,integrated,R-4815,
4816,integrated,R-4816,
4817,integrated,R-4816,cont R-4816
4818,integrated,R-4818,
4820,integrated,R-4820,
4821,integrated,R-4821,
4822,integrated,R-4821,cont R-4821
4823,integrated,R-4823,
4824,integrated,R-4824,
4826,integrated,R-4826,
4827,integrated,R-4827,
4828,integrated,R-4827,cont R-4827
4829,integrated,R-4829,
4831,integrated,R-4831,
4832,integrated,R-4832,
4833,integrated,R-4833,
4834,integrated,R-4834,
4835,integrated,R-4834,cont R-4834
4837,integrated,R-4837,
4838,integrated,R-4838,
4839,integrated,R-4838,cont R-4838
4840,integrated,R-4840,
4842,integrated,R-4842,
4843,integrated,R-4843,
4844,integrated,R-4843,cont R-4843
4846,structural_heading,,
4848,integrated,R-4848,
4849,integrated,R-4848,cont R-4848
4850,integrated,R-4848,cont R-4848
4851,integrated,R-4848,cont R-4848
4852,integrated,R-4852,
4853,integrated,R-4853,
4854,integrated,R-4854,
4855,integrated,R-4854,cont R-4854
4856,integrated,R-4856,
4857,integrated,R-4857,
4858,integrated,R-4858,
4859,integrated,R-4859,
4860,integrated,R-4860,
4861,integrated,R-4861,
4862,integrated,R-4862,
4863,integrated,R-4863,
4865,structural_heading,,
4867,integrated,R-4867,
4868,integrated,R-4868,
4869,integrated,R-4869,
4870,integrated,R-4870,
4871,integrated,R-4871,
4872,integrated,R-4872,
4873,integrated,R-4873,
4874,integrated,R-4874,
4876,structural_heading,,
4878,integrated,R-4878,
4879,integrated,R-4879,
4880,integrated,R-4880,
4881,integrated,R-4880,cont R-4880
4882,integrated,R-4880,cont R-4880
4883,integrated,R-4880,cont R-4880
4884,integrated,R-4880,cont R-4880
4885,integrated,R-4885,
4886,integrated,R-4886,
4888,structural_heading,,
4890,integrated,R-4890,
4891,integrated,R-4891,
4892,integrated,R-4892,
4893,integrated,R-4893,
4894,integrated,R-4894,
4895,integrated,R-4895,
4896,integrated,R-4896,
4897,integrated,R-4897,
4899,structural_heading,,
4901,integrated,R-4901,
4902,integrated,R-4902,
4903,integrated,R-4903,
4904,integrated,R-4904,
4905,integrated,R-4905,
4906,integrated,R-4905,cont R-4905
4907,integrated,R-4907,
4908,integrated,R-4908,
4909,integrated,R-4909,
4911,structural_heading,,
4913,integrated,R-4913,
4914,integrated,R-4913,cont R-4913
4916,structural_heading,,
4918,structural_heading,,table header
4919,structural_heading,,table separator
4920,nonoperative,,risk table row (context)
4921,nonoperative,,risk table row (context)
4922,nonoperative,,risk table row (context)
4923,nonoperative,,risk table row (context)
4924,nonoperative,,risk table row (context)
4926,structural_heading,,
4928,nonoperative,,assumption context
4929,nonoperative,,assumption context
4930,nonoperative,,
4931,nonoperative,,assumption context
4933,structural_heading,,
4935,nonoperative,,mitigation context
4936,nonoperative,,mitigation context
4937,nonoperative,,mitigation context
4938,nonoperative,,mitigation context
4939,nonoperative,,mitigation context
4941,structural_heading,,
4943,integrated,R-4943,
4944,integrated,R-4943,cont R-4943
4946,structural_heading,,
4948,integrated,R-4948,
4949,integrated,R-4948,cont R-4948
4950,integrated,R-4948,cont R-4948
4951,integrated,R-4948,cont R-4948
4952,integrated,R-4948,cont R-4948
4953,integrated,R-4948,cont R-4948
4955,structural_heading,,horizontal rule
4957,structural_heading,,
4959,structural_heading,,
4961,nonoperative,,
4962,nonoperative,,
4963,nonoperative,,
4965,structural_heading,,
4967,nonoperative,,outcome summary; enforced at acceptance
4968,nonoperative,,outcome summary; enforced at acceptance
4969,nonoperative,,outcome summary; enforced at acceptance
4970,nonoperative,,outcome summary; enforced at acceptance
4971,nonoperative,,outcome summary; enforced at acceptance
4972,nonoperative,,outcome summary; enforced at acceptance
4974,structural_heading,,
4976,integrated,R-4976,
4977,integrated,R-4977,
4978,integrated,R-4978,
4979,integrated,R-4979,
4981,structural_heading,,
4983,nonoperative,,prerequisite listing
4984,nonoperative,,prerequisite listing
4985,nonoperative,,prerequisite listing
4986,nonoperative,,prerequisite listing
4988,structural_heading,,
4990,nonoperative,,input listing
4991,nonoperative,,input listing
4992,nonoperative,,input listing
4993,nonoperative,,input listing
4995,structural_heading,,
4997,nonoperative,,
4999,structural_heading,,
5001,integrated,R-5001,
5002,integrated,R-5002,
5003,integrated,R-5003,
5004,integrated,R-5004,
5005,integrated,R-5005,
5006,integrated,R-5006,
5007,integrated,R-5007,
5008,integrated,R-5008,
5010,integrated,R-5010,
5011,integrated,R-5011,
5012,integrated,R-5012,
5013,integrated,R-5013,
5014,integrated,R-5014,
5015,integrated,R-5015,
5016,integrated,R-5016,
5017,integrated,R-5017,
5019,integrated,R-5019,
5020,integrated,R-5020,
5021,integrated,R-5021,
