requirement_id,line_no,summary,phase,artifact,validation,owner
R-6342,6342,Rubric check (14.11): Are effects reported per dimension without hiding sign reversals?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6343,6343,"Rubric check (14.11): Are statistical tests, effects, intervals, runtime, convergence, and sensitivity reported (memory when the optional...",12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6347,6347,Rubric check (14.11): Are negative/null component results retained?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6348,6348,Rubric check (14.11): Is every ablation result supplementary only and generated from promoted evidence-root data?,12,review_final_ablation.md,Phase 12 adversarial review scoring (Section 14.11); ticket on any score <=3,R2
R-6357,6357,Citation-set validation system shall run the eight enumerated 15.1 checks.,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6359,6359,Citation check: parse papers/references.bib;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6360,6360,"Citation check: compare it with papers/governance/reference_inventory.csv (the canonical governance root, Sections 3 and 12.4);",cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6362,6362,"Citation check: scan LaTeX, canonical source, and Word citation fields;",cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6363,6363,Citation check: verify every used key is admissible;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6364,6364,Citation check: verify no undefined citation;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6365,6365,Citation check: verify every rendered bibliography entry has a legitimate role;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6366,6366,Citation check: verify main and supplement bibliographies are consistent;,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6367,6367,Citation check: reject decorative all-key forcing.,cross,citation validator (Appendix E.2),15.1 automated run at Phase 9-12 gates,P9
R-6371,6371,Claim coverage: Every substantive sentence or paragraph shall map to one or more claim IDs.,cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6372,6372,Claim coverage: Every accepted claim shall have direct or appropriately bounded support.,cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6373,6373,"Claim coverage: Every abstract, conclusion, highlight, and cover-letter claim shall exist in the claims matrix.",cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6375,6375,Claim coverage: Every blocked/omitted claim shall be absent from final outputs.,cross,claims_evidence_matrix.csv / claim validator (E.3),15.2 claim-coverage validation at Gates 8-12,P9
R-6379,6379,"Number-binding validation applies to every number in main, supplement, PDF, Word, captions, highlights, cover letter.",cross,number-binding validator (E.4),15.3 assertion vs declared rounding at Gates 9-12,P5
R-6387,6387,"Validator also checks units, directions, ties, significance marks, effect values, intervals, ranks.",cross,number-binding validator (E.4),15.3 assertion vs declared rounding at Gates 9-12,P5
R-6392,6392,Every table/figure undergoes the eight 15.4 exhibit-binding checks.,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6394,6394,Exhibit binding: source evidence release exists and is immutable;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6395,6395,Exhibit binding: source files and generator exist;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6396,6396,Exhibit binding: command is recorded;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6397,6397,Exhibit binding: checksum matches;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6398,6398,Exhibit binding: caption claim IDs exist;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6399,6399,Exhibit binding: artifact is referenced in the correct document;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6400,6400,Exhibit binding: no unexplained output is orphaned;,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6401,6401,Exhibit binding: no ablation artifact appears in main.,cross,exhibit-binding validator (E.5) / artifact_binding.csv,15.4 automated exhibit checks at Gates 7-12,P5
R-6405,6405,"Compare main and supplement across LaTeX, PDF, Word on the seven 15.5 consistency dimensions.",cross,cross_format_consistency.csv / validator (E.9),15.5 cross-document comparison at Gates 9-12,P5
R-6420,6420,Build validation runs build_pdf.py and build_supplementary.py.,cross,papers/scripts/build_pdf.py / build_supplementary.py,15.6.1 build execution at Gates 9-12,P7
R-6424,6424,Inspect LaTeX build logs for undefined/overfull/missing patterns.,cross,LaTeX build logs,15.6.1 log inspection at Gates 9-12,P7
R-6435,6435,Resolve every scientifically or visually material build issue.,cross,LaTeX build logs,15.6.1 log inspection at Gates 9-12,P7
R-6437,6437,Read measured main-manuscript page count from build log; assert Section 1.5 hard limit; only fix is 8.6 supplement migration.,cross,build log page-count gate,15.6.1 page-limit assertion,P7
R-6445,6445,Word/OOXML build validation covers the ten 15.6.2 items.,cross,validate_docx.py (E.6-E.8),15.6.2 Word validation at Gates 9-12,P8
R-6460,6460,Evidence release: Every reportable empirical source resides under the selected evidence release root recorded in project_configuration.md...,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6463,6463,Evidence release: No publication generator reads results/.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6464,6464,Evidence release: Release manifests and checksums match.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6465,6465,Evidence release: Previous releases remain unchanged.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6466,6466,Evidence release: Promotion source and destination hashes match.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6467,6467,Evidence release: Primary and ablation release IDs are explicit.,cross,evidence-release validator (E.1) / release manifests,15.7 evidence-release checks at Gates 6-12,P4
R-6471,6471,"At final submission commit run pytest, ruff, validate_profile_lock, build_docs_html.",12,engineering gate commands,15.8 command exit codes recorded,P5
R-6480,6480,Any unexplained engineering-gate failure blocks submission.,12,engineering gate commands,15.8 gate decision,P5
R-6484,6484,Project is done only when every 15.9 checkbox has recorded evidence.,12,final_integrity_audit.md,Gate 12 definition-of-done review,P1
R-6488,6488,DoD: Closed corpus identity audit complete.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6489,6489,DoD: Every used citation is verified and semantically correct.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6490,6490,DoD: No fictional or external scientific reference.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6491,6491,DoD: Every scientific paragraph is appropriately supported.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6492,6492,DoD: Claims matrix covers all manuscript and submission claims.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6493,6493,"DoD: Evidence gaps are omitted, narrowed, or explicitly managed.",12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6494,6494,DoD: Novelty wording is bounded to the reviewed corpus.,12,final_integrity_audit.md,15.9.1 DoD evidence at Gate 12,P9
R-6498,6498,DoD: Inherited/modified/original decomposition complete.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6499,6499,"DoD: Equations, pseudocode, code, and configuration agree.",12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6500,6500,DoD: All objective evaluations count toward MaxFES.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6501,6501,DoD: Complexity and overhead are verified.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6502,6502,DoD: Final algorithm freeze manifest is complete.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6503,6503,DoD: No post-freeze implementation drift.,12,final_integrity_audit.md,15.9.2 DoD evidence at Gate 12,P2
R-6507,6507,"DoD: CEC2017, CEC2011, and CEC2013 protocols verified.",12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6508,6508,DoD: Seven-algorithm panel provenance complete.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6509,6509,"DoD: Seeds, run counts, functions, dimensions, and sentinels verified.",12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6510,6510,DoD: Comparator fairness matrix complete.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6511,6511,DoD: Statistical plan frozen before final analysis.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6512,6512,"DoD: Tests, corrections, effects, and intervals valid.",12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6513,6513,DoD: Convergence selection pre-specified.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P3
R-6514,6514,DoD: Every primary result resides in an immutable evidence release.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6515,6515,DoD: No publication fallback to results/.,12,final_integrity_audit.md,15.9.3 DoD evidence at Gate 12,P4
R-6519,6519,DoD: All sections satisfy Part IX.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6520,6520,DoD: Every number/citation/exhibit is bound.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6521,6521,DoD: Losses and limitations are candid.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6522,6522,"DoD: No ablation result, table, figure, or component-effect claim appears.",12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6523,6523,DoD: Journal scope and page/word requirements are verified.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P10
R-6524,6524,"DoD: Measured main-manuscript page count satisfies the Section 1.5 hard page-limit rule; all non-essential material (extended tables, add...",12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P6
R-6528,6528,DoD: Main PDF builds cleanly.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P7
R-6529,6529,DoD: Main Word document is fully editable and updateable.,12,final_integrity_audit.md,15.9.4 DoD evidence at Gate 12,P8
R-6533,6533,DoD: Non-ablation supplement is complete and independent.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P6
R-6534,6534,DoD: Ablation began only after all required freezes.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P1
R-6535,6535,"DoD: Audited-cell CEC2017 scaffold design complete at D10/D30/D50/D100, n=25 (baseline plus one remove-one cell per mechanism active in t...",12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P4
R-6539,6539,DoD: Direct SGSM/adaptive overlay analysis complete.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P3
R-6540,6540,"DoD: Statistical, effect, interval, runtime, convergence, and sensitivity analyses complete (memory analyses when the optional pre-freeze...",12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P3
R-6544,6544,DoD: Negative/null effects retained.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P3
R-6545,6545,DoD: Raw and derived ablation evidence promoted immutably.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P4
R-6546,6546,DoD: All ablation content is supplementary only.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P9
R-6547,6547,DoD: Supplement PDF and Word build cleanly and independently.,12,final_integrity_audit.md,15.9.5 DoD evidence at Gate 12,P7
R-6551,6551,DoD: Every equation is native OMML.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6552,6552,DoD: Every table is a native Word table.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6553,6553,DoD: Captions and numbering use live fields.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6554,6554,DoD: Cross-references remain functional.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6555,6555,"DoD: TOC, lists, citations, and bibliography update.",12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6556,6556,DoD: Diagrams have editable native sources.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6557,6557,DoD: Cross-format parity passes.,12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6558,6558,"DoD: No tracked changes, comments, hidden text, or placeholders.",12,final_integrity_audit.md,15.9.6 DoD evidence at Gate 12,P8
R-6562,6562,"DoD: Evidence, algorithm, evaluator, environment, seeds, commands, and hashes are recorded.",12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6564,6564,DoD: Every exhibit regenerates from packaged materials.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6565,6565,DoD: Clean-location package rebuild succeeds.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6566,6566,DoD: Repository gates are green.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6567,6567,DoD: Package contains every referenced file and no unexplained artifact.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P5
R-6568,6568,DoD: Cover letter and highlights stay within accepted claims.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P9
R-6569,6569,DoD: Submission SHA and PI sign-off are recorded.,12,final_integrity_audit.md,15.9.7 DoD evidence at Gate 12,P10
R-6575,6575,Only verified keys in the runtime intersection may be cited; expected 57-key set follows.,cross,allowed_citation_keys.txt,15.1/E.2 admissible-key check; Phase 1 audit,P9
R-6617,6617,"Expected admissible-key count is 57 (6+13+8+5+8+4+2+8+3); audit target, not assumption.",1,reference_inventory.csv,Phase 1 identity audit; D.7.3 zero-undefined-keys check,P9
R-6625,6625,"Citation role: mohamed2020gaining — GSK origin, inherited mechanics, thematic comparison.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6626,6626,Citation role: mohamed2020agsk — AGSK method and family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6627,6627,Citation role: apgsk2021 — APGSK/adaptive-parameter family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6628,6628,Citation role: fdbagsk2023 — FDB-AGSK and fitness-distance-balance family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6629,6629,Citation role: alfadli2025atmals — ATMALS-GSK and memory/local-search family baseline.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6630,6630,Citation role: jawad2024egsk — eGSK family baseline and verified mechanism scope.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6648,6648,Use each B.2 key only where its verified mechanism is discussed; never one sentence per source to force bibliography use.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6653,6653,Citation role: storn1997differential — DE origin.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6654,6654,Citation role: zhang2009jade — adaptive DE and external-archive lineage.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6655,6655,"Citation role: tanabe2013shade, tanabe2014improving — SHADE/L-SHADE and population-size reduction lineage.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6657,6657,Citation role: mohamed2017lshadespacma — hybrid competitive context.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6658,6658,Citation role: hansen2001cmaes — covariance-adaptation conceptual comparison.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6659,6659,Citation role: omidvar2014dg — differential grouping and decomposition comparison/future work.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6661,6661,Citation role: guo2015eig — eigenvector crossover comparison.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6665,6665,Citation role: awad2016problem — verified CEC2017 definition role.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6666,6666,Citation role: das2011cec2011 — verified CEC2011 definition role.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6667,6667,Citation role: liang2013cec2013 — verified CEC2013 definition role.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6668,6668,"Citation role: awad2017ensemble, brest2017single — competition context only where the source supports the stated claim.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6673,6673,"Citation role: chen2020cbo, kaveh2021pgo, arini2022gjojos, hu2022qcsca, khalfi2023csm, tang2024fowfo, zhou2021iade — taxonomy/positioning...",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6675,6675,Citation role: yao1999evolutionary — Cauchy-mutation basis when relevant to BSE.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6679,6679,"Citation role: nelder1965simplex, gao2012implementing — Nelder–Mead.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6680,6680,Citation role: kolda2003directsearch — compass/direct-search basis.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6681,6681,Citation role: jones1995fitness — fitness-distance basis only where verified.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6685,6685,"Citation role: auer2002finite, fialho2010adaptive — bandit/adaptive operator-selection grounding, not proof that the exact ACE mechanism ...",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6690,6690,"Citation role: friedman1937use, demsar2006statistical — Friedman/rank/post-hoc practice.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6691,6691,Citation role: wilcoxon1945individual — signed-rank test.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6692,6692,Citation role: holm1979simple — family-wise multiplicity control.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6693,6693,Citation role: benjamini1995controlling — exploratory FDR only when used.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6694,6694,Citation role: vargha2000critique — A12.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6695,6695,Citation role: efron1993introduction — BCa bootstrap.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6696,6696,Citation role: david_order_statistics — order-statistics argument only if actually used.,cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6700,6700,"Citation role: wolpert1997nfl — bounded NFL premise, never proof of expected superiority.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6701,6701,"Citation role: del2019bio, hussain2019metaheuristic — field framing and taxonomy only as supported.",cross,citation_usage_map.csv,15.1 item 6 / E.2 semantic-usage check; Phase 10 P9 audit,P9
R-6710,6710,The agent MUST NOT perform any C.1 prohibited action.,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6712,6712,Prohibited: cite scientific material outside reference_papers/;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6713,6713,"Prohibited: complete references, DOIs, authors, venues, or years from memory;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6714,6714,Prohibited: cite a source that has not passed identity/readability audit;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6715,6715,Prohibited: add decorative citations to satisfy a paragraph or bibliography quota;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6716,6716,Prohibited: use \\nocite{*} to force bibliography entries;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6717,6717,"Prohibited: use results/, manuscript tables, figures, or old prose as publication data;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6718,6718,Prohibited: allow an empirical loader to fall back outside cec_reference_results;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6719,6719,Prohibited: edit an immutable evidence release;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6720,6720,"Prohibited: promote candidate evidence without validation, manifest, and checksum proof;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6721,6721,"Prohibited: fabricate, estimate, interpolate, or visually read a numerical result;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P9
R-6722,6722,"Prohibited: select favorable functions, runs, dimensions, or curves after viewing results;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6723,6723,"Prohibited: change tests, endpoints, correction families, or effect definitions after outcomes without labeling the change exploratory;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6725,6725,Prohibited: claim paired inference without valid pairing;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6726,6726,Prohibited: treat repeated runs as independent benchmark functions;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6727,6727,"Prohibited: use rounded values to determine ranks, ties, or significance;",cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P3
R-6728,6728,Prohibited: exclude local-search/polish evaluations from MaxFES;,cross,C.1 prohibition list; decision_log.md enforcement,P9 integrity audit at every gate; Section 15 validators,P4
