requirement_id,line_no,summary,phase,artifact,validation,owner
R-3958,3958,"Emit tasks, algorithms, ranks, statistic, p-value, and CD inputs.",6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3960,3960,Compute pairwise analyses.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3961,3961,DT-GSK versus each valid comparator.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3962,3962,Wilcoxon only with valid pairing.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3963,3963,Holm-adjust within declared families.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3964,3964,"Emit raw/adjusted p, statistic, direction, n, ties, and status.",6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3966,3966,Compute effect sizes.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3967,3967,A12 with direction and data unit explicit.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3968,3968,Bind each significance claim to an effect.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3970,3970,Compute BCa intervals.,6,headline_bca.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3971,3971,"Use frozen RNG seed, resampling unit, and number of resamples.",6,headline_bca.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3972,3972,Emit headline_bca.csv or registry-defined equivalent.,6,headline_bca.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3973,3973,Record convergence/failure of interval computation.,6,headline_bca.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3975,3975,Create curve selection.,6,curve_selection.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3976,3976,Apply the pre-specified rule without viewing final chart aesthetics.,6,curve_selection.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3977,3977,Record selected suite/function/dimension and reason.,6,curve_selection.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3978,3978,Include hard/adverse case.,6,curve_selection.csv,Phase 6 validation procedures; Gate 6 review,P3
R-3980,3980,Compute convergence aggregates.,6,convergence aggregate data,Phase 6 validation procedures; Gate 6 review,P3
R-3981,3981,Validate checkpoints.,6,convergence aggregate data,Phase 6 validation procedures; Gate 6 review,P3
R-3982,3982,"Emit central trajectory, uncertainty, n, failures, and source list.",6,convergence aggregate data,Phase 6 validation procedures; Gate 6 review,P3
R-3984,3984,Compute parameter sensitivity summaries.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3985,3985,Use only admitted immutable evidence if a validated sensitivity release exists.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3987,3987,Otherwise mark sensitivity unavailable; do not use results/ staging.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3988,3988,Label n = 3 evidence exploratory.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3990,3990,Compute primary overhead/cost.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P4
R-3991,3991,Use a validated immutable cost record or promote candidate measurements before use.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P4
R-3993,3993,"Separate objective cost, wall time, and memory.",6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P4
R-3995,3995,Execute robustness checks.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3996,3996,Run every pre-specified check.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3997,3997,Flag reversals or material sensitivity.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-3999,3999,Cross-implementation verification.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-4000,4000,"Independently recompute a sample of ranks, p-value adjustment, A12, and interval using a second implementation or direct formula when pra...",6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-4002,4002,Resolve discrepancies.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P3
R-4004,4004,Determinism check.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P5
R-4005,4005,Rerun each suite to a scratch directory.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P5
R-4006,4006,Compare machine-readable outputs byte-for-byte or with a documented deterministic tolerance where unavoidable.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P5
R-4008,4008,Delete or quarantine scratch outputs.,6,papers/analysis/<release_id>/ bundle,Phase 6 validation procedures; Gate 6 review,P5
R-4010,4010,Source-use audit.,6,analysis_source_use.log,Phase 6 validation procedures; Gate 6 review,P5
R-4011,4011,Parse file-open log.,6,analysis_source_use.log,Phase 6 validation procedures; Gate 6 review,P5
R-4012,4012,Assert every empirical input is under selected release root.,6,analysis_source_use.log,Phase 6 validation procedures; Gate 6 review,P5
R-4013,4013,Assert no results/ input.,6,analysis_source_use.log,Phase 6 validation procedures; Gate 6 review,P5
R-4015,4015,Build source-of-truth bundle.,6,analysis_manifest.json + analysis_checksums.sha256 + table_to_csv_map.md,Phase 6 validation procedures; Gate 6 review,P5
R-4016,4016,One authoritative machine-readable source per planned exhibit.,6,analysis_manifest.json + analysis_checksums.sha256 + table_to_csv_map.md,Phase 6 validation procedures; Gate 6 review,P5
R-4017,4017,Write analysis manifest and SHA-256 checksums.,6,analysis_manifest.json + analysis_checksums.sha256 + table_to_csv_map.md,Phase 6 validation procedures; Gate 6 review,P5
R-4018,4018,Create table_to_csv_map.md and figure bindings.,6,analysis_manifest.json + analysis_checksums.sha256 + table_to_csv_map.md,Phase 6 validation procedures; Gate 6 review,P5
R-4020,4020,Update claims.,6,claims_evidence_matrix.csv,Phase 6 validation procedures; Gate 6 review,P9
R-4021,4021,"Accept, narrow, omit, or block each planned empirical claim.",6,claims_evidence_matrix.csv,Phase 6 validation procedures; Gate 6 review,P9
R-4022,4022,Record negative and unstable findings.,6,claims_evidence_matrix.csv,Phase 6 validation procedures; Gate 6 review,P9
R-4023,4023,Do not create ablation claims.,6,claims_evidence_matrix.csv,Phase 6 validation procedures; Gate 6 review,P9
R-4025,4025,Orphan checks.,6,primary_stats/statistical_results.csv,Phase 6 validation procedures; Gate 6 review,P3
R-4026,4026,Every planned number has a row in primary_stats/statistical_results.csv (Section 7.14 schema).,6,primary_stats/statistical_results.csv,Phase 6 validation procedures; Gate 6 review,P3
R-4028,4028,Every output intended for publication maps to a claim/exhibit.,6,primary_stats/statistical_results.csv,Phase 6 validation procedures; Gate 6 review,P3
R-4029,4029,No number exists only in stdout or prose.,6,primary_stats/statistical_results.csv,Phase 6 validation procedures; Gate 6 review,P3
R-4031,4031,Export paper-table staging CSVs.,6,results/paper_tables/,Phase 6 validation procedures; Gate 6 review,P4
R-4032,4032,"From the authoritative controlled analysis bundle (papers/analysis/<release_id>/, Section 7.13), export the T1–T16 input CSVs — and, cond...",6,results/paper_tables/,Phase 6 validation procedures; Gate 6 review,P4
R-4037,4037,"Record bundle provenance (release ID, source paths, checksums) with every exported CSV.",6,results/paper_tables/,Phase 6 validation procedures; Gate 6 review,P4
R-4039,4039,Never populate results/paper_tables/ from any other source.,6,results/paper_tables/,Phase 6 validation procedures; Gate 6 review,P4
R-4043,4043,"suite analysis bundles for CEC2017, CEC2011, and CEC2013 under papers/analysis/<release_id>/;",6,papers/analysis/<release_id>/,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4045,4045,"primary_stats/ machine-readable registry outputs, including the authoritative primary_stats/statistical_results.csv (Section 7.14 schema);",6,primary_stats/,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4047,4047,results/paper_tables/ exported table-input CSVs with bundle provenance;,6,results/paper_tables/,Phase 6 validation; P5 artifact/hash check at Gate 6,P4
R-4048,4048,headline_bca.csv;,6,headline_bca.csv,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4049,4049,effect-size outputs;,6,papers/analysis/<release_id>/ bundle,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4050,4050,curve_selection.csv;,6,curve_selection.csv,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4051,4051,convergence aggregate data;,6,papers/analysis/<release_id>/ bundle,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4052,4052,robustness outputs;,6,papers/analysis/<release_id>/ bundle,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4053,4053,cost outputs when admissible;,6,papers/analysis/<release_id>/ bundle,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4054,4054,analysis_source_use.log;,6,analysis_source_use.log,Phase 6 validation; P5 artifact/hash check at Gate 6,P5
R-4055,4055,analysis_manifest.json;,6,analysis_manifest.json,Phase 6 validation; P5 artifact/hash check at Gate 6,P5
R-4056,4056,analysis_checksums.sha256;,6,analysis_checksums.sha256,Phase 6 validation; P5 artifact/hash check at Gate 6,P5
R-4057,4057,table_to_csv_map.md;,6,table_to_csv_map.md,Phase 6 validation; P5 artifact/hash check at Gate 6,P5
R-4058,4058,updated claims/exhibit plans;,6,papers/analysis/<release_id>/ bundle,Phase 6 validation; P5 artifact/hash check at Gate 6,P9
R-4059,4059,results_validation_report.md.,6,results_validation_report.md,Phase 6 validation; P5 artifact/hash check at Gate 6,P3
R-4063,4063,schema and range validation;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4064,4064,task/function denominator checks;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4065,4065,raw-to-summary reconstruction;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4066,4066,paired-key alignment checks;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4067,4067,correction-family checks;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4068,4068,effect direction checks;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4069,4069,interval seed/resampling checks;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4070,4070,deterministic rerun comparison;,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P5
R-4071,4071,orphan number/output checks.,6,phase_gate_register.csv (Gate 6 validation evidence),Executed in Phase 6 VALIDATION state; evidence at Gate 6,P3
R-4075,4075,P3 independently verifies critical statistics.,6,PHASE_6_gate_report.md,Gate 6 sign-off evidence in phase_gate_register.csv,P3
R-4076,4076,"P4 verifies source rows, task scope, and denominators.",6,PHASE_6_gate_report.md,Gate 6 sign-off evidence in phase_gate_register.csv,P4
R-4077,4077,"P5 verifies source-use log, hashes, commands, and determinism.",6,PHASE_6_gate_report.md,Gate 6 sign-off evidence in phase_gate_register.csv,P5
R-4078,4078,P9 checks claim wording against actual outputs.,6,PHASE_6_gate_report.md,Gate 6 sign-off evidence in phase_gate_register.csv,P9
R-4082,4082,no forbidden input path;,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P5
R-4083,4083,no p-value without test design and family;,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P3
R-4084,4084,no significance without effect and uncertainty where planned;,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P3
R-4085,4085,no rank from rounded values;,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P3
R-4086,4086,no cherry-picked curve;,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P3
R-4087,4087,no hidden unfavorable result;,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P9
R-4088,4088,no ablation analysis.,6,phase_gate_register.csv (Gate 6 QA evidence),Phase 6 QA checkpoint audit at Gate 6,P9
R-4092,4092,all primary analyses execute from immutable reference evidence only;,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P5
R-4093,4093,outputs are deterministic and checksummed;,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P3
R-4094,4094,every headline claim has valid statistics/effect/interval as planned;,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P3
R-4095,4095,every exhibit has one authoritative data source;,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P3
R-4096,4096,robustness outcomes are disclosed;,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P3
R-4097,4097,claims matrix reflects actual evidence;,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P9
R-4098,4098,no orphan or fabricated number exists.,6,phase_gate_register.csv (Gate 6),Gate 6 acceptance evidence in phase_gate_register.csv,P3
R-4102,4102,"Phase 6 freezes after P3/P4/P5/P9 sign-off. Any later change to source release, algorithm, endpoint, or analysis plan invalidates affecte...",6,phase_gate_register.csv (Gate 6),Gate 6 exit record; reopen only via change_request_register.csv (Sec 12.2),P1
R-4131,4131,"All generated outputs plus PHASE_6_gate_report.md with source-only proof, analysis summary, determinism result, negative findings, and ac...",6,PHASE_6_gate_report.md,Gate 6 deliverable check,P1
R-4137,4137,"Gate 6: P3 + P4 + P5 + P9 approve. Any empirical input outside the evidence release, unreconciled statistic discrepancy, invalid inferent...",6,phase_gate_register.csv (Gate 6),Gate 6 approval record in phase_gate_register.csv,P1
R-4162,4162,Phases 0–6 are frozen;,7,phase_gate_register.csv (Phase 7 entry),Phase 7 entry check recorded in phase_gate_register.csv (Sec 12.1),P1
R-4163,4163,authoritative primary analysis bundle exists;,7,phase_gate_register.csv (Phase 7 entry),Phase 7 entry check recorded in phase_gate_register.csv (Sec 12.1),P3
R-4164,4164,results/paper_tables/ inputs exist and carry bundle provenance (Phase 6 task 23);,7,phase_gate_register.csv (Phase 7 entry),Phase 7 entry check recorded in phase_gate_register.csv (Sec 12.1),P4
R-4166,4166,claims and exhibit plans are updated to actual evidence;,7,phase_gate_register.csv (Phase 7 entry),Phase 7 entry check recorded in phase_gate_register.csv (Sec 12.1),P9
R-4167,4167,algorithm remains frozen.,7,phase_gate_register.csv (Phase 7 entry),Phase 7 entry check recorded in phase_gate_register.csv (Sec 12.1),P2
R-4190,4190,"Phases 3, 4, and 6. No Phase 12 ablation source is available or allowed.",7,no-ablation artifact scan (Phase 7 validation),Phase 7 no-ablation scan and source-use audit; Gate 7,P9
R-4194,4194,Audit generators before execution.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P5
R-4195,4195,Inspect empirical inputs.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P5
R-4196,4196,"Import/smoke-check every generator before execution; a missing input MUST fail hard, never be silently skipped or defaulted.",7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P5
R-4198,4198,Replace or wrap any non-authoritative input with strict reference/authoritative analysis input. Non-authoritative inputs include any resu...,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P5
R-4203,4203,"Verify each generator's output destination resolves inside the framework layout (papers/tables/, papers/figures/); repair any stray desti...",7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P5
R-4207,4207,Confirm deterministic output naming and sorting.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P5
R-4209,4209,Regenerate primary LaTeX tables.,7,papers/tables/*.tex,Phase 7 validation procedures; Gate 7 review,P7
R-4217,4217,"Suppress or disable ablation-table generation until Phase 12 by an explicit mechanism: before invoking generate_latex_tables.py, assert t...",7,papers/tables/*.tex,Phase 7 validation procedures; Gate 7 review,P7
R-4223,4223,Run generate_parametric_tables.py (T21/T22) only when Phase 6 task 14 admitted parameter sensitivity from a validated immutable sensitivi...,7,papers/tables/*.tex,Phase 7 validation procedures; Gate 7 review,P7
R-4229,4229,"Preserve expected T01–T16, T16_bca, T21, T22 mapping only when verified.",7,papers/tables/*.tex,Phase 7 validation procedures; Gate 7 review,P7
R-4230,4230,Do not create T17–T20 merely to fill numbering.,7,papers/tables/*.tex,Phase 7 validation procedures; Gate 7 review,P7
R-4232,4232,Generate primary performance figures.,7,papers/figures/**,Phase 7 validation procedures; Gate 7 review,P7
R-4242,4242,Bind to Phase 6 curve selection and analysis outputs.,7,papers/figures/**,Phase 7 validation procedures; Gate 7 review,P7
R-4243,4243,Rewire generate_nemenyi_cd.py (named tooling work) to read unrounded mean ranks from the authoritative Phase 6 bundle (the <suite>_friedm...,7,papers/figures/**,Phase 7 validation procedures; Gate 7 review,P7
R-4248,4248,Log missing inputs; never interpolate.,7,papers/figures/**,Phase 7 validation procedures; Gate 7 review,P7
R-4250,4250,Generate conceptual/method figures.,7,papers/figures/** (conceptual),Phase 7 validation procedures; Gate 7 review,P7
R-4260,4260,Verify every label against frozen terminology.,7,papers/figures/** (conceptual),Phase 7 validation procedures; Gate 7 review,P7
R-4261,4261,Data-backed traces must use admissible evidence; conceptual diagrams must not imply unverified behavior.,7,papers/figures/** (conceptual),Phase 7 validation procedures; Gate 7 review,P7
R-4264,4264,Finalize equations and pseudocode.,7,equation/pseudocode registry artifacts,Phase 7 validation procedures; Gate 7 review,P2
R-4265,4265,Use canonical equation registry.,7,equation/pseudocode registry artifacts,Phase 7 validation procedures; Gate 7 review,P2
R-4266,4266,"Check every symbol, number, update order, and code mapping.",7,equation/pseudocode registry artifacts,Phase 7 validation procedures; Gate 7 review,P2
R-4267,4267,Prepare LaTeX and Word semantic representations.,7,equation/pseudocode registry artifacts,Phase 7 validation procedures; Gate 7 review,P2
R-4269,4269,Finalize table selection.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4270,4270,"Main: concise protocol, primary summaries, inference/effect, secondary evidence, sensitivity if valid, cost.",7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4272,4272,"Supplement: complete per-function tables, matrices, full curves, extended primary diagnostics.",7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4274,4274,No ablation table or figure yet.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4276,4276,Apply visual standards.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P7
R-4277,4277,"Final-size fonts, accessible palette, grayscale line styles, vector output, units, log labels, consistent scales, uncertainty, and no mis...",7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P7
R-4280,4280,Write self-contained captions.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4281,4281,"Suite, dimension, metric, aggregation, n, uncertainty, significance rule, source release, and limitation where needed.",7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4283,4283,Do not put unsupported interpretation in captions.,7,papers/tables/ + papers/figures/,Phase 7 validation procedures; Gate 7 review,P6
R-4285,4285,Create native table data for Word.,7,semantic Word table sources,Phase 7 validation procedures; Gate 7 review,P8
R-4286,4286,"Export semantic table JSON/CSV with headers, notes, styles, and field IDs.",7,semantic Word table sources,Phase 7 validation procedures; Gate 7 review,P8
R-4287,4287,Do not convert LaTeX-rendered tables to images.,7,semantic Word table sources,Phase 7 validation procedures; Gate 7 review,P8
R-4289,4289,Create editable diagram sources.,7,editable diagram sources,Phase 7 validation procedures; Gate 7 review,P8
R-4290,4290,DrawingML/SmartArt plan or .drawio/.pptx source.,7,editable diagram sources,Phase 7 validation procedures; Gate 7 review,P8
R-4291,4291,Ensure embedded render and source are synchronized.,7,editable diagram sources,Phase 7 validation procedures; Gate 7 review,P8
R-4293,4293,Bind artifacts.,7,artifact_binding.csv,Phase 7 validation procedures; Gate 7 review,P5
R-4294,4294,"Create artifact_binding.csv in the governance root (Section 3.8 schema; this phase first populates it, per the Section 3 preamble) or upd...",7,artifact_binding.csv,Phase 7 validation procedures; Gate 7 review,P5
