line_no,classification,requirement_id,note
128,integrated,,part of R-115 list
130,integrated,R-130,
131,integrated,,continuation of R-130
132,integrated,,continuation of R-130
133,integrated,,continuation of R-130
134,integrated,,continuation of R-130
136,structural_heading,,
138,integrated,R-138,
139,integrated,R-139,
140,integrated,R-140,
141,integrated,R-141,
142,integrated,R-142,
143,integrated,,continuation of R-142
144,integrated,,continuation of R-142
145,integrated,,continuation of R-142
146,integrated,R-146,
147,integrated,,continuation of R-146
149,structural_heading,,
151,integrated,R-151,
152,integrated,,continuation of R-151
153,integrated,,continuation of R-151
154,integrated,,continuation of R-151
156,nonoperative,,section divider
158,structural_heading,,
160,structural_heading,,
162,integrated,R-162,
164,integrated,,part of R-162 list
165,integrated,,part of R-162 list
166,integrated,,part of R-162 list
167,integrated,,part of R-162 list
168,integrated,,part of R-162 list
169,integrated,,part of R-162 list
170,integrated,,part of R-162 list
171,integrated,,part of R-162 list
172,integrated,,part of R-162 list
173,integrated,,part of R-162 list
174,integrated,,part of R-162 list
175,integrated,,part of R-162 list
176,integrated,,part of R-162 list
177,integrated,,part of R-162 list
178,integrated,,part of R-162 list
179,integrated,,part of R-162 list
180,integrated,,part of R-162 list
181,integrated,,part of R-162 list
182,integrated,,part of R-162 list
183,integrated,,part of R-162 list
184,integrated,,part of R-162 list
185,integrated,,part of R-162 list
187,structural_heading,,
189,integrated,R-189,
190,integrated,,continuation of R-189
192,example_or_comment,,canonical layout spec of R-189
193,example_or_comment,,canonical layout spec of R-189
194,example_or_comment,,canonical layout spec of R-189
195,example_or_comment,,canonical layout spec of R-189
196,example_or_comment,,canonical layout spec of R-189
197,example_or_comment,,canonical layout spec of R-189
198,example_or_comment,,canonical layout spec of R-189
199,example_or_comment,,canonical layout spec of R-189
200,example_or_comment,,canonical layout spec of R-189
201,example_or_comment,,canonical layout spec of R-189
202,example_or_comment,,canonical layout spec of R-189
203,example_or_comment,,canonical layout spec of R-189
204,example_or_comment,,canonical layout spec of R-189
205,example_or_comment,,canonical layout spec of R-189
206,example_or_comment,,canonical layout spec of R-189
207,example_or_comment,,canonical layout spec of R-189
208,example_or_comment,,canonical layout spec of R-189
209,example_or_comment,,canonical layout spec of R-189
210,example_or_comment,,canonical layout spec of R-189
211,example_or_comment,,canonical layout spec of R-189
212,example_or_comment,,canonical layout spec of R-189
213,example_or_comment,,canonical layout spec of R-189
214,example_or_comment,,canonical layout spec of R-189
215,example_or_comment,,canonical layout spec of R-189
216,example_or_comment,,canonical layout spec of R-189
217,example_or_comment,,canonical layout spec of R-189
218,example_or_comment,,canonical layout spec of R-189
219,example_or_comment,,canonical layout spec of R-189
220,example_or_comment,,canonical layout spec of R-189
221,example_or_comment,,canonical layout spec of R-189
223,integrated,R-223,
224,integrated,R-224,
226,structural_heading,,
228,integrated,R-228,
229,integrated,,continuation of R-228
231,integrated,,part of R-228 list
232,integrated,,part of R-228 list
233,integrated,,part of R-228 list
234,integrated,,part of R-228 list
235,integrated,,part of R-228 list
236,integrated,,part of R-228 list
238,integrated,R-238,
239,integrated,,continuation of R-238
240,integrated,,continuation of R-238
241,integrated,,continuation of R-238
242,integrated,,continuation of R-238
243,integrated,,continuation of R-238
245,structural_heading,,
247,nonoperative,,journal wiring context; rule starts at R-249
248,nonoperative,,journal wiring context; rule starts at R-249
249,integrated,R-249,
250,integrated,,continuation of R-249
252,integrated,R-252,
254,integrated,,part of R-252 list
255,integrated,,part of R-252 list
256,integrated,,part of R-252 list
257,integrated,,part of R-252 list
258,integrated,,part of R-252 list
259,integrated,,part of R-252 list
260,integrated,,part of R-252 list
261,integrated,,part of R-252 list
262,integrated,,part of R-252 list
264,integrated,R-264,
265,integrated,,continuation of R-264
267,structural_heading,,
269,integrated,R-269,
271,nonoperative,,table header/separator
272,nonoperative,,table header/separator
273,integrated,,provisional ceiling row of R-269
274,integrated,,provisional ceiling row of R-269
275,integrated,,provisional ceiling row of R-269
276,integrated,,provisional ceiling row of R-269
277,integrated,,provisional ceiling row of R-269
278,integrated,,provisional ceiling row of R-269
279,integrated,,provisional ceiling row of R-269
280,integrated,,provisional ceiling row of R-269
281,integrated,,provisional ceiling row of R-269
282,integrated,,provisional ceiling row of R-269
283,integrated,,provisional ceiling row of R-269
285,integrated,R-285,
286,integrated,,continuation of R-285
287,integrated,,continuation of R-285
288,integrated,R-288,
289,integrated,,continuation of R-288
290,integrated,,continuation of R-288
291,integrated,,continuation of R-288
292,integrated,R-292,
293,integrated,,continuation of R-292
294,integrated,,continuation of R-292
295,integrated,,continuation of R-292
296,integrated,R-296,
297,integrated,,continuation of R-296
298,integrated,,continuation of R-296
299,integrated,,continuation of R-296
301,nonoperative,,section divider
303,structural_heading,,
305,structural_heading,,
307,integrated,R-307,
308,integrated,,continuation of R-307
310,structural_heading,,
312,integrated,R-312,
313,integrated,,continuation of R-312
314,integrated,,continuation of R-312
315,integrated,,continuation of R-312
317,structural_heading,,
319,integrated,R-319,
320,integrated,,continuation of R-319
322,example_or_comment,,immutable evidence path of R-319
323,example_or_comment,,immutable evidence path of R-319
324,example_or_comment,,immutable evidence path of R-319
326,integrated,R-326,
327,integrated,,continuation of R-326
329,integrated,R-329,
330,integrated,,continuation of R-329
331,integrated,,continuation of R-329
332,integrated,,continuation of R-329
334,structural_heading,,
336,integrated,R-336,
337,integrated,,continuation of R-336
338,integrated,R-338,
339,integrated,,continuation of R-338
341,structural_heading,,
343,duplicate,,duplicate of R-264 journal guidance is administrative only
344,duplicate,,duplicate of R-264 journal guidance is administrative only
346,structural_heading,,
348,integrated,R-348,
349,integrated,,continuation of R-348
350,integrated,,continuation of R-348
352,structural_heading,,
354,integrated,R-354,
356,integrated,,part of R-354 list
357,integrated,,part of R-354 list
359,integrated,R-359,
360,integrated,R-360,
362,integrated,,part of R-360 list
363,integrated,,part of R-360 list
364,integrated,,part of R-360 list
365,integrated,,part of R-360 list
366,integrated,,part of R-360 list
367,integrated,,part of R-360 list
368,integrated,,part of R-360 list
370,integrated,R-370,
372,structural_heading,,
374,integrated,R-374,
376,example_or_comment,,code fence delimiter
377,integrated,,enforced guard condition of R-374
378,integrated,,enforced guard condition of R-374
379,integrated,,enforced guard condition of R-374
380,integrated,,enforced guard condition of R-374
381,integrated,,enforced guard condition of R-374
382,example_or_comment,,code fence delimiter
384,integrated,R-384,
385,integrated,,continuation of R-384
386,integrated,,continuation of R-384
388,integrated,R-388,
389,integrated,,continuation of R-388
390,integrated,,continuation of R-388
392,structural_heading,,
394,integrated,R-394,
395,integrated,,continuation of R-394
397,integrated,,promotion step of R-394
398,integrated,,promotion step of R-394
399,integrated,,promotion step of R-394
400,integrated,,promotion step of R-394
401,integrated,,promotion step of R-394
402,integrated,,promotion step of R-394
403,integrated,,promotion step of R-394
404,integrated,,promotion step of R-394
405,integrated,,promotion step of R-394
406,integrated,,promotion step of R-394
407,integrated,,promotion step of R-394
408,integrated,,promotion step of R-394
409,integrated,,promotion step of R-394
411,integrated,R-411,
412,integrated,,continuation of R-411
414,structural_heading,,
416,integrated,R-416,
418,integrated,,precedence level of R-416
419,integrated,,precedence level of R-416
420,integrated,,precedence level of R-416
421,integrated,,precedence level of R-416
422,integrated,,precedence level of R-416
423,integrated,,precedence level of R-416
424,integrated,,precedence level of R-416
426,integrated,R-426,
427,integrated,,continuation of R-426
429,structural_heading,,
431,integrated,R-431,
432,integrated,,continuation of R-431
433,integrated,,continuation of R-431
435,example_or_comment,,claims-matrix schema of R-431
436,example_or_comment,,claims-matrix schema of R-431
437,example_or_comment,,claims-matrix schema of R-431
438,example_or_comment,,claims-matrix schema of R-431
439,example_or_comment,,claims-matrix schema of R-431
440,example_or_comment,,claims-matrix schema of R-431
441,example_or_comment,,claims-matrix schema of R-431
443,integrated,R-443,
445,example_or_comment,,claim-type vocabulary of R-443
446,example_or_comment,,claim-type vocabulary of R-443
447,example_or_comment,,claim-type vocabulary of R-443
448,example_or_comment,,claim-type vocabulary of R-443
449,example_or_comment,,claim-type vocabulary of R-443
450,example_or_comment,,claim-type vocabulary of R-443
452,integrated,R-452,
453,integrated,,continuation of R-452
455,structural_heading,,
457,integrated,R-457,
459,integrated,R-459,
460,integrated,,continuation of R-459
461,integrated,R-461,
462,integrated,,continuation of R-461
463,integrated,,continuation of R-461
464,integrated,,continuation of R-461
465,integrated,R-465,
466,integrated,,continuation of R-465
467,integrated,,continuation of R-465
468,integrated,R-468,
469,integrated,,continuation of R-468
470,integrated,R-470,
471,integrated,,continuation of R-470
473,integrated,R-473,
474,integrated,,continuation of R-473
475,integrated,,continuation of R-473
476,integrated,,continuation of R-473
477,integrated,,continuation of R-473
478,integrated,,continuation of R-473
480,integrated,R-480,
481,integrated,,continuation of R-480
483,structural_heading,,
485,integrated,R-485,
486,integrated,,continuation of R-485
488,integrated,,part of R-485 list
489,integrated,,part of R-485 list
490,integrated,,part of R-485 list
491,integrated,,part of R-485 list
492,integrated,,part of R-485 list
493,integrated,,part of R-485 list
494,integrated,,part of R-485 list
496,integrated,R-496,
497,integrated,R-497,
498,integrated,,continuation of R-497
500,structural_heading,,
502,integrated,R-502,
503,integrated,,continuation of R-502
504,integrated,,continuation of R-502
506,integrated,R-506,
508,integrated,,prohibited practice of R-506
509,integrated,,prohibited practice of R-506
510,integrated,,prohibited practice of R-506
511,integrated,,prohibited practice of R-506
512,integrated,,prohibited practice of R-506
513,integrated,,prohibited practice of R-506
514,integrated,,prohibited practice of R-506
515,integrated,,prohibited practice of R-506
516,integrated,,prohibited practice of R-506
517,integrated,,prohibited practice of R-506
518,integrated,,prohibited practice of R-506
519,integrated,,prohibited practice of R-506
521,structural_heading,,
523,integrated,R-523,
524,integrated,R-524,
525,integrated,R-525,
526,integrated,R-526,
527,integrated,R-527,
528,integrated,R-528,
529,integrated,R-529,
530,integrated,R-530,
531,integrated,,continuation of R-530
532,integrated,R-532,
533,integrated,,continuation of R-532
534,integrated,R-534,
535,integrated,,continuation of R-534
536,integrated,,continuation of R-534
538,structural_heading,,
540,integrated,R-540,
541,integrated,R-541,
542,integrated,,continuation of R-541
543,integrated,,continuation of R-541
544,integrated,R-544,
545,integrated,,continuation of R-544
546,integrated,R-546,
547,integrated,R-547,
548,integrated,R-548,
549,integrated,R-549,
550,integrated,R-550,
551,integrated,,continuation of R-550
552,integrated,R-552,
553,integrated,,continuation of R-552
555,structural_heading,,
557,integrated,R-557,
559,integrated,,preserved provenance item of R-557
560,integrated,,preserved provenance item of R-557
561,integrated,,preserved provenance item of R-557
562,integrated,,preserved provenance item of R-557
563,integrated,,preserved provenance item of R-557
564,integrated,,preserved provenance item of R-557
565,integrated,,preserved provenance item of R-557
566,integrated,,preserved provenance item of R-557
567,integrated,,preserved provenance item of R-557
568,integrated,,preserved provenance item of R-557
569,integrated,,preserved provenance item of R-557
571,integrated,R-571,
572,integrated,,continuation of R-571
573,integrated,,continuation of R-571
575,nonoperative,,section divider
577,structural_heading,,
579,integrated,R-579,
580,integrated,,continuation of R-579
581,integrated,R-581,
582,integrated,,continuation of R-581
583,integrated,,continuation of R-581
584,integrated,,continuation of R-581
585,integrated,R-585,
586,integrated,R-586,
587,integrated,,continuation of R-586
589,integrated,R-589,
590,integrated,,continuation of R-589
591,integrated,,continuation of R-589
592,integrated,,continuation of R-589
593,integrated,,continuation of R-589
594,integrated,R-594,
595,integrated,,continuation of R-594
596,integrated,R-596,
597,integrated,,continuation of R-596
599,structural_heading,,
601,nonoperative,,table header/separator
602,nonoperative,,table header/separator
603,integrated,R-603,
604,integrated,R-604,
605,integrated,R-605,
606,integrated,R-606,
607,integrated,R-607,
608,integrated,R-608,
609,integrated,R-609,
610,integrated,R-610,
611,integrated,R-611,
612,integrated,R-612,
613,integrated,R-613,
614,integrated,R-614,
615,integrated,R-615,
616,integrated,R-616,
617,integrated,R-617,
618,integrated,R-618,
619,integrated,R-619,
620,integrated,R-620,
621,integrated,R-621,
622,integrated,R-622,
623,integrated,R-623,
624,integrated,R-624,
625,integrated,R-625,
626,integrated,R-626,
627,integrated,R-627,
628,integrated,R-628,
629,integrated,R-629,
630,integrated,R-630,
631,integrated,R-631,
632,integrated,R-632,
634,structural_heading,,
636,integrated,R-636,
637,integrated,,continuation of R-636
638,integrated,,continuation of R-636
639,integrated,,continuation of R-636
640,integrated,,continuation of R-636
642,integrated,R-642,
644,example_or_comment,,RTM schema of R-642
645,example_or_comment,,RTM schema of R-642
646,example_or_comment,,RTM schema of R-642
647,example_or_comment,,RTM schema of R-642
648,example_or_comment,,RTM schema of R-642
650,integrated,R-650,
652,example_or_comment,,SLT schema of R-650
653,example_or_comment,,SLT schema of R-650
654,example_or_comment,,SLT schema of R-650
655,example_or_comment,,SLT schema of R-650
657,integrated,R-657,
658,integrated,,continuation of R-657
659,integrated,R-659,
660,integrated,,continuation of R-659
661,integrated,R-661,
662,integrated,R-662,
663,integrated,,continuation of R-662
665,structural_heading,,
667,integrated,R-667,
669,example_or_comment,,reference_inventory schema of R-667
670,example_or_comment,,reference_inventory schema of R-667
671,example_or_comment,,reference_inventory schema of R-667
672,example_or_comment,,reference_inventory schema of R-667
673,example_or_comment,,reference_inventory schema of R-667
674,example_or_comment,,reference_inventory schema of R-667
676,integrated,R-676,
677,integrated,,continuation of R-676
678,integrated,R-678,
679,integrated,,continuation of R-678
680,integrated,,continuation of R-678
682,structural_heading,,
684,integrated,R-684,
686,integrated,,part of R-684 list
687,integrated,,part of R-684 list
688,integrated,,part of R-684 list
689,integrated,,part of R-684 list
690,integrated,,part of R-684 list
691,integrated,,part of R-684 list
692,integrated,,part of R-684 list
693,integrated,,part of R-684 list
694,integrated,,part of R-684 list
696,integrated,R-696,
698,structural_heading,,
700,integrated,R-700,
701,integrated,,continuation of R-700
702,integrated,,continuation of R-700
703,integrated,,continuation of R-700
705,structural_heading,,
707,integrated,R-707,
709,integrated,,part of R-707 list
710,integrated,,part of R-707 list
711,integrated,,part of R-707 list
712,integrated,,part of R-707 list
713,integrated,,part of R-707 list
714,integrated,,part of R-707 list
715,integrated,,part of R-707 list
716,integrated,,part of R-707 list
717,integrated,,part of R-707 list
719,integrated,R-719,
720,integrated,,continuation of R-719
722,structural_heading,,
724,integrated,R-724,
726,example_or_comment,,citation_usage_map schema of R-724
727,example_or_comment,,citation_usage_map schema of R-724
728,example_or_comment,,citation_usage_map schema of R-724
729,example_or_comment,,citation_usage_map schema of R-724
731,structural_heading,,
733,structural_heading,,
735,example_or_comment,,
736,integrated,R-736,
737,integrated,,continuation of R-736
738,integrated,,continuation of R-736
739,integrated,,continuation of R-736
740,integrated,,continuation of R-736
741,example_or_comment,,
743,structural_heading,,
745,example_or_comment,,
746,integrated,R-746,
747,integrated,,continuation of R-746
748,integrated,,continuation of R-746
749,example_or_comment,,
751,structural_heading,,
753,example_or_comment,,
754,integrated,R-754,
755,integrated,,continuation of R-754
756,integrated,,continuation of R-754
757,integrated,,continuation of R-754
758,example_or_comment,,
760,structural_heading,,
762,example_or_comment,,
763,integrated,R-763,
764,integrated,,continuation of R-763
765,example_or_comment,,
767,structural_heading,,
769,example_or_comment,,
770,integrated,R-770,
771,integrated,,continuation of R-770
772,integrated,,continuation of R-770
773,example_or_comment,,
775,structural_heading,,
777,example_or_comment,,
778,integrated,R-778,
779,integrated,,continuation of R-778
780,integrated,,continuation of R-778
781,example_or_comment,,
783,structural_heading,,
785,example_or_comment,,
786,integrated,R-786,
787,integrated,,continuation of R-786
788,example_or_comment,,
790,structural_heading,,
792,example_or_comment,,
793,integrated,R-793,
794,integrated,,continuation of R-793
795,example_or_comment,,
797,integrated,R-797,
799,structural_heading,,
801,example_or_comment,,
802,integrated,R-802,
803,integrated,,continuation of R-802
804,example_or_comment,,
806,structural_heading,,
808,integrated,R-808,
810,integrated,,part of R-808 list
811,integrated,,part of R-808 list
812,integrated,,part of R-808 list
813,integrated,,part of R-808 list
814,integrated,,part of R-808 list
815,integrated,,part of R-808 list
816,example_or_comment,,parenthetical initialization note
817,example_or_comment,,parenthetical initialization note
819,integrated,R-819,
821,nonoperative,,section divider
823,structural_heading,,
825,integrated,R-825,
826,integrated,,continuation of R-825
827,integrated,,continuation of R-825
829,structural_heading,,
831,integrated,R-831,
833,integrated,,expected papers/ asset of R-831
834,integrated,,expected papers/ asset of R-831
835,integrated,,expected papers/ asset of R-831
836,integrated,,expected papers/ asset of R-831
837,integrated,,expected papers/ asset of R-831
838,integrated,,expected papers/ asset of R-831
839,integrated,,expected papers/ asset of R-831
840,integrated,,expected papers/ asset of R-831
841,integrated,,expected papers/ asset of R-831
842,integrated,,expected papers/ asset of R-831
843,integrated,R-843,
844,integrated,,continuation of R-843
845,integrated,,continuation of R-843
846,integrated,,expected papers/ asset of R-831
847,integrated,,expected papers/ asset of R-831
848,integrated,,expected papers/ asset of R-831
849,integrated,,expected papers/ asset of R-831
850,integrated,,expected papers/ asset of R-831
851,integrated,,expected papers/ asset of R-831
852,integrated,,expected papers/ asset of R-831
854,integrated,R-854,
856,example_or_comment,,expected generator script list of R-854
857,example_or_comment,,expected generator script list of R-854
858,example_or_comment,,expected generator script list of R-854
859,example_or_comment,,expected generator script list of R-854
860,example_or_comment,,expected generator script list of R-854
861,example_or_comment,,expected generator script list of R-854
862,example_or_comment,,expected generator script list of R-854
863,example_or_comment,,expected generator script list of R-854
864,example_or_comment,,expected generator script list of R-854
865,example_or_comment,,expected generator script list of R-854
866,example_or_comment,,expected generator script list of R-854
867,example_or_comment,,expected generator script list of R-854
868,example_or_comment,,expected generator script list of R-854
869,example_or_comment,,expected generator script list of R-854
870,example_or_comment,,expected generator script list of R-854
871,example_or_comment,,expected generator script list of R-854
872,example_or_comment,,expected generator script list of R-854
873,example_or_comment,,expected generator script list of R-854
874,example_or_comment,,expected generator script list of R-854
875,example_or_comment,,expected generator script list of R-854
877,integrated,R-877,
878,integrated,R-878,
879,integrated,,continuation of R-878
880,integrated,,continuation of R-878
881,integrated,,continuation of R-878
883,structural_heading,,
885,integrated,R-885,
887,example_or_comment,,expected evaluator roots of R-885
888,example_or_comment,,expected evaluator roots of R-885
889,example_or_comment,,expected evaluator roots of R-885
890,example_or_comment,,expected evaluator roots of R-885
891,example_or_comment,,expected evaluator roots of R-885
892,example_or_comment,,expected evaluator roots of R-885
893,example_or_comment,,expected evaluator roots of R-885
895,integrated,R-895,
896,integrated,,continuation of R-895
898,structural_heading,,
900,integrated,R-900,
902,example_or_comment,,expected immutable layout of R-900
903,example_or_comment,,expected immutable layout of R-900
904,example_or_comment,,expected immutable layout of R-900
905,example_or_comment,,expected immutable layout of R-900
906,example_or_comment,,expected immutable layout of R-900
907,example_or_comment,,expected immutable layout of R-900
908,example_or_comment,,expected immutable layout of R-900
909,example_or_comment,,expected immutable layout of R-900
910,example_or_comment,,expected immutable layout of R-900
911,example_or_comment,,expected immutable layout of R-900
912,example_or_comment,,expected immutable layout of R-900
913,example_or_comment,,expected immutable layout of R-900
914,example_or_comment,,expected immutable layout of R-900
915,example_or_comment,,expected immutable layout of R-900
916,example_or_comment,,expected immutable layout of R-900
917,example_or_comment,,expected immutable layout of R-900
919,integrated,R-919,
921,example_or_comment,,expected panel list of R-919
922,example_or_comment,,expected panel list of R-919
923,example_or_comment,,expected panel list of R-919
925,integrated,R-925,
927,nonoperative,,table header/separator
928,nonoperative,,table header/separator
929,integrated,,expected coverage row of R-925
930,integrated,,expected coverage row of R-925
931,integrated,,expected coverage row of R-925
932,integrated,,expected coverage row of R-925
933,integrated,,expected coverage row of R-925
935,integrated,R-935,
936,integrated,R-936,
937,integrated,,continuation of R-936
939,integrated,R-939,
941,example_or_comment,,nested-path anti-pattern of R-939
942,example_or_comment,,nested-path anti-pattern of R-939
943,example_or_comment,,nested-path anti-pattern of R-939
945,structural_heading,,
947,integrated,R-947,
949,example_or_comment,,staging path list of R-947
950,example_or_comment,,staging path list of R-947
951,example_or_comment,,staging path list of R-947
952,example_or_comment,,staging path list of R-947
953,example_or_comment,,staging path list of R-947
954,example_or_comment,,staging path list of R-947
955,example_or_comment,,staging path list of R-947
956,example_or_comment,,staging path list of R-947
957,example_or_comment,,staging path list of R-947
959,integrated,R-959,
960,integrated,,continuation of R-959
961,integrated,,continuation of R-959
963,integrated,R-963,
964,integrated,,continuation of R-963
965,integrated,R-965,
966,integrated,,continuation of R-965
967,integrated,,continuation of R-965
968,integrated,R-968,
969,integrated,,continuation of R-968
970,integrated,R-970,
971,integrated,,continuation of R-970
973,integrated,R-973,
974,integrated,,continuation of R-973
975,integrated,R-975,
976,integrated,,continuation of R-975
977,integrated,,continuation of R-975
978,integrated,,continuation of R-975
979,integrated,,continuation of R-975
980,integrated,R-980,
981,integrated,,continuation of R-980
982,integrated,,continuation of R-980
983,integrated,,continuation of R-980
984,integrated,R-984,
985,integrated,,continuation of R-984
986,integrated,,continuation of R-984
988,structural_heading,,
990,integrated,R-990,
992,integrated,,protocol anchor of R-990
993,integrated,,protocol anchor of R-990
994,integrated,,protocol anchor of R-990
995,integrated,,protocol anchor of R-990
996,integrated,,protocol anchor of R-990
997,integrated,,protocol anchor of R-990
998,integrated,,protocol anchor of R-990
999,integrated,,protocol anchor of R-990
1000,integrated,,protocol anchor of R-990
1001,integrated,,protocol anchor of R-990
1002,integrated,,protocol anchor of R-990
1003,integrated,,protocol anchor of R-990
1004,integrated,,protocol anchor of R-990
1006,structural_heading,,
1008,integrated,R-1008,
1010,example_or_comment,,expected command forms of R-1008
1011,example_or_comment,,expected command forms of R-1008
1012,example_or_comment,,expected command forms of R-1008
1013,example_or_comment,,expected command forms of R-1008
1014,example_or_comment,,expected command forms of R-1008
1015,example_or_comment,,expected command forms of R-1008
1016,example_or_comment,,expected command forms of R-1008
1017,example_or_comment,,expected command forms of R-1008
1018,example_or_comment,,expected command forms of R-1008
1019,example_or_comment,,expected command forms of R-1008
1020,example_or_comment,,expected command forms of R-1008
1022,integrated,R-1022,
1023,integrated,,continuation of R-1022
1024,integrated,R-1024,
1026,structural_heading,,
1028,integrated,R-1028,
1029,integrated,,continuation of R-1028
1030,integrated,,continuation of R-1028
1032,example_or_comment,,reproduction command forms of R-1028
1033,example_or_comment,,reproduction command forms of R-1028
1034,example_or_comment,,reproduction command forms of R-1028
1035,example_or_comment,,reproduction command forms of R-1028
1036,example_or_comment,,reproduction command forms of R-1028
1038,integrated,R-1038,
1039,integrated,,continuation of R-1038
1040,integrated,,continuation of R-1038
1042,integrated,R-1042,
1044,example_or_comment,,comparison command form of R-1042
1045,example_or_comment,,comparison command form of R-1042
1046,example_or_comment,,comparison command form of R-1042
1048,integrated,R-1048,
1049,integrated,,continuation of R-1048
1051,structural_heading,,
1053,integrated,R-1053,
1054,integrated,,continuation of R-1053
1055,integrated,R-1055,
1056,integrated,,continuation of R-1055
1058,nonoperative,,section divider
1060,structural_heading,,
1062,structural_heading,,
1064,integrated,R-1064,
1066,integrated,,expected component of R-1064
1067,integrated,,expected component of R-1064
1068,integrated,,expected component of R-1064
1069,integrated,,expected component of R-1064
1070,integrated,,expected component of R-1064
1071,integrated,,expected component of R-1064
1072,integrated,,expected component of R-1064
1073,integrated,,expected component of R-1064
1074,integrated,,expected component of R-1064
1075,integrated,,expected component of R-1064
1077,integrated,R-1077,
1079,integrated,,per-component determination of R-1077
1080,integrated,,per-component determination of R-1077
1081,integrated,,per-component determination of R-1077
1082,integrated,,per-component determination of R-1077
1083,integrated,,per-component determination of R-1077
1084,integrated,,per-component determination of R-1077
1085,integrated,,per-component determination of R-1077
1087,integrated,R-1087,
1088,integrated,,continuation of R-1087
1090,structural_heading,,
1092,integrated,R-1092,
1094,integrated,,mandated contribution-matrix columns
1095,nonoperative,,table separator
1097,integrated,R-1097,
1099,integrated,,category definition of R-1097
1100,integrated,,category definition of R-1097
1101,integrated,,category definition of R-1097
1102,integrated,,category definition of R-1097
1104,integrated,R-1104,
1106,structural_heading,,
1108,integrated,R-1108,
1109,integrated,R-1109,
1110,integrated,,continuation of R-1109
1111,integrated,,continuation of R-1109
1112,integrated,R-1112,
1113,integrated,,continuation of R-1112
1114,integrated,R-1114,
1115,integrated,,continuation of R-1114
1116,integrated,R-1116,
1117,integrated,,continuation of R-1116
1118,integrated,R-1118,
1119,integrated,,continuation of R-1118
1120,integrated,,continuation of R-1118
1121,integrated,R-1121,
1122,integrated,R-1122,
1123,integrated,,continuation of R-1122
1124,integrated,R-1124,
1125,integrated,R-1125,
1127,structural_heading,,
1129,integrated,R-1129,
1131,integrated,,acceptance criterion of R-1129
1132,integrated,,acceptance criterion of R-1129
1133,integrated,,acceptance criterion of R-1129
1134,integrated,,acceptance criterion of R-1129
1135,integrated,,acceptance criterion of R-1129
