line_no,classification,requirement_id,note
3030,integrated,R-3030,
3031,integrated,R-3031,
3032,integrated,R-3031,cont.
3033,integrated,R-3033,
3034,integrated,R-3034,
3035,integrated,R-3035,
3036,integrated,R-3035,cont.
3038,integrated,R-3038,
3039,integrated,R-3039,
3040,integrated,R-3040,
3041,integrated,R-3041,
3043,integrated,R-3043,
3044,integrated,R-3044,
3045,integrated,R-3045,
3046,integrated,R-3046,
3047,integrated,R-3047,
3048,integrated,R-3047,cont.
3050,integrated,R-3050,
3051,integrated,R-3051,
3052,integrated,R-3052,
3053,integrated,R-3053,
3055,integrated,R-3055,
3056,integrated,R-3056,
3057,integrated,R-3057,
3058,integrated,R-3058,
3060,integrated,R-3060,
3061,integrated,R-3061,
3062,integrated,R-3062,
3063,integrated,R-3063,
3064,integrated,R-3063,cont.
3066,integrated,R-3066,
3067,integrated,R-3067,
3068,integrated,R-3068,
3069,integrated,R-3069,
3071,integrated,R-3071,
3072,integrated,R-3072,
3073,integrated,R-3073,
3074,integrated,R-3074,
3075,integrated,R-3074,cont.
3076,integrated,R-3076,
3077,integrated,R-3077,
3078,integrated,R-3077,cont.
3079,integrated,R-3077,cont.
3080,integrated,R-3077,cont.
3081,integrated,R-3077,cont.
3082,integrated,R-3077,cont.
3083,integrated,R-3083,
3085,integrated,R-3085,
3086,integrated,R-3086,
3087,integrated,R-3086,cont.
3088,integrated,R-3088,
3089,integrated,R-3088,cont.
3090,integrated,R-3090,
3091,integrated,R-3091,
3092,integrated,R-3091,cont.
3093,integrated,R-3091,cont.
3094,integrated,R-3091,cont.
3095,integrated,R-3095,
3097,integrated,R-3097,
3098,integrated,R-3098,
3099,integrated,R-3099,
3100,integrated,R-3100,
3102,integrated,R-3102,
3103,integrated,R-3103,
3104,integrated,R-3104,
3105,integrated,R-3105,
3107,integrated,R-3107,
3108,integrated,R-3108,
3109,integrated,R-3109,
3111,structural_heading,,
3113,integrated,R-3113,
3114,integrated,R-3114,
3115,integrated,R-3115,
3116,integrated,R-3116,
3117,integrated,R-3117,
3118,integrated,R-3118,
3119,integrated,R-3119,
3120,integrated,R-3120,
3121,integrated,R-3121,
3122,integrated,R-3122,
3123,integrated,R-3123,
3124,integrated,R-3124,
3125,integrated,R-3125,
3127,structural_heading,,
3129,integrated,R-3129,
3130,integrated,R-3130,
3131,integrated,R-3131,
3132,integrated,R-3132,
3133,integrated,R-3132,cont.
3134,integrated,R-3134,
3136,structural_heading,,
3138,integrated,R-3138,
3139,integrated,R-3139,
3140,integrated,R-3139,cont.
3141,integrated,R-3141,
3142,integrated,R-3142,
3144,structural_heading,,
3146,integrated,R-3146,
3147,integrated,R-3147,
3148,integrated,R-3148,
3149,integrated,R-3149,
3151,structural_heading,,
3153,integrated,R-3153,
3154,integrated,R-3154,
3155,integrated,R-3155,
3156,integrated,R-3156,
3157,integrated,R-3157,
3158,integrated,R-3158,
3159,integrated,R-3159,
3161,structural_heading,,
3163,integrated,R-3163,
3164,integrated,R-3163,cont.
3165,integrated,R-3163,cont.
3167,structural_heading,,
3169,structural_heading,,table header
3170,structural_heading,,table rule
3171,nonoperative,,risk-table row (context)
3172,nonoperative,,risk-table row (context)
3173,nonoperative,,risk-table row (context)
3174,nonoperative,,risk-table row (context)
3175,nonoperative,,risk-table row (context)
3176,nonoperative,,risk-table row (context)
3178,structural_heading,,
3180,nonoperative,,assumption; tracked in assumption_register.csv
3181,nonoperative,,assumption; tracked in assumption_register.csv
3182,nonoperative,,assumption; tracked in assumption_register.csv
3184,structural_heading,,
3186,nonoperative,,"advisory mitigation, not mandatory"
3187,nonoperative,,"advisory mitigation, not mandatory"
3188,nonoperative,,"advisory mitigation, not mandatory"
3189,nonoperative,,"advisory mitigation, not mandatory"
3190,nonoperative,,"advisory mitigation, not mandatory"
3192,structural_heading,,
3194,integrated,R-3194,
3195,integrated,R-3194,cont.
3197,structural_heading,,
3199,integrated,R-3199,
3200,integrated,R-3199,cont.
3201,integrated,R-3199,cont.
3203,structural_heading,,horizontal rule
3205,structural_heading,,
3207,structural_heading,,
3209,nonoperative,,
3210,nonoperative,,
3211,nonoperative,,
3213,structural_heading,,
3215,nonoperative,,outcome summary (enforced via acceptance criteria)
3216,nonoperative,,outcome summary (enforced via acceptance criteria)
3217,nonoperative,,outcome summary (enforced via acceptance criteria)
3218,nonoperative,,outcome summary (enforced via acceptance criteria)
3219,nonoperative,,outcome summary (enforced via acceptance criteria)
3220,nonoperative,,outcome summary (enforced via acceptance criteria)
3221,nonoperative,,outcome summary (enforced via acceptance criteria)
3223,structural_heading,,
3225,integrated,R-3225,
3226,integrated,R-3226,
3227,integrated,R-3227,
3229,structural_heading,,
3231,nonoperative,,
3232,nonoperative,,
3233,nonoperative,,
3235,structural_heading,,
3237,nonoperative,,
3238,nonoperative,,
3239,nonoperative,,
3240,nonoperative,,
3241,nonoperative,,
3243,structural_heading,,
3245,nonoperative,,
3246,nonoperative,,
3248,structural_heading,,
3250,integrated,R-3250,
3251,integrated,R-3251,
3252,integrated,R-3251,cont.
3253,integrated,R-3253,
3255,integrated,R-3255,
3256,integrated,R-3256,
3257,integrated,R-3257,
3259,integrated,R-3259,
3260,integrated,R-3260,
3261,integrated,R-3260,cont.
3263,integrated,R-3263,
3264,integrated,R-3264,
3265,integrated,R-3264,cont.
3267,integrated,R-3267,
3268,integrated,R-3268,
3269,integrated,R-3269,
3270,integrated,R-3270,
3271,integrated,R-3271,
3272,integrated,R-3272,
3274,integrated,R-3274,
3275,integrated,R-3275,
3276,integrated,R-3276,
3277,integrated,R-3277,
3278,integrated,R-3278,
3279,integrated,R-3279,
3280,integrated,R-3280,
3282,integrated,R-3282,
3283,integrated,R-3283,
3284,integrated,R-3283,cont.
3286,integrated,R-3286,
3287,integrated,R-3287,
3288,integrated,R-3288,
3289,integrated,R-3289,
3291,integrated,R-3291,
3292,integrated,R-3292,
3293,integrated,R-3292,cont.
3294,integrated,R-3294,
3296,integrated,R-3296,
3297,integrated,R-3297,
3298,integrated,R-3298,
3300,integrated,R-3300,
3301,integrated,R-3301,
3302,integrated,R-3302,
3303,integrated,R-3303,
3304,integrated,R-3304,
3306,integrated,R-3306,
3307,integrated,R-3307,
3308,integrated,R-3308,
3309,integrated,R-3308,cont.
3310,integrated,R-3308,cont.
3311,integrated,R-3308,cont.
3312,integrated,R-3312,
3313,integrated,R-3312,cont.
3314,integrated,R-3314,
3316,integrated,R-3316,
3317,integrated,R-3317,
3318,integrated,R-3318,
3319,integrated,R-3318,cont.
3320,integrated,R-3318,cont.
3321,integrated,R-3321,
3322,integrated,R-3322,
3324,integrated,R-3324,
3325,integrated,R-3325,
3326,integrated,R-3326,
3327,integrated,R-3327,
3329,structural_heading,,
3331,integrated,R-3331,
3332,integrated,R-3332,
3333,integrated,R-3333,
3334,integrated,R-3334,
3335,integrated,R-3335,
3336,integrated,R-3336,
3337,integrated,R-3337,
3338,integrated,R-3338,
3339,integrated,R-3339,
3340,integrated,R-3340,
3341,integrated,R-3341,
3342,integrated,R-3342,
3343,integrated,R-3343,
3345,integrated,R-3345,
3346,integrated,R-3345,cont.
3347,integrated,R-3345,cont.
3348,integrated,R-3345,cont.
3350,structural_heading,,
3352,integrated,R-3352,
3353,integrated,R-3353,
3354,integrated,R-3354,
3355,integrated,R-3355,
3356,integrated,R-3356,
3358,structural_heading,,
3360,integrated,R-3360,
3361,integrated,R-3361,
3362,integrated,R-3362,
3363,integrated,R-3363,
3365,structural_heading,,
3367,integrated,R-3367,
3368,integrated,R-3368,
3369,integrated,R-3369,
3370,integrated,R-3370,
3371,integrated,R-3371,
3373,structural_heading,,
3375,integrated,R-3375,
3376,integrated,R-3376,
3377,integrated,R-3377,
3378,integrated,R-3378,
3379,integrated,R-3379,
3380,integrated,R-3380,
3382,structural_heading,,
3384,integrated,R-3384,
3385,integrated,R-3384,cont.
3387,structural_heading,,
3389,structural_heading,,table header
3390,structural_heading,,table rule
3391,nonoperative,,risk-table row (context)
3392,nonoperative,,risk-table row (context)
3393,nonoperative,,risk-table row (context)
3394,nonoperative,,risk-table row (context)
3395,nonoperative,,risk-table row (context)
3397,structural_heading,,
3399,nonoperative,,assumption; tracked in assumption_register.csv
3400,nonoperative,,assumption; tracked in assumption_register.csv
3401,nonoperative,,assumption; tracked in assumption_register.csv
3403,structural_heading,,
3405,duplicate,,restates R-3308 ban on instrumenting profile-locked ISM core
3406,duplicate,,cont. of duplicate at 3405
3407,duplicate,,cont. of duplicate at 3405
3408,duplicate,,cont. of duplicate at 3405
3409,duplicate,,cont. of duplicate at 3405
3410,nonoperative,,"advisory mitigation, not mandatory"
3411,nonoperative,,"advisory mitigation, not mandatory"
3412,nonoperative,,"advisory mitigation, not mandatory"
3413,nonoperative,,"advisory mitigation, not mandatory"
3415,structural_heading,,
3417,integrated,R-3417,
3418,integrated,R-3417,cont.
3420,structural_heading,,
3422,integrated,R-3422,
3423,integrated,R-3422,cont.
3425,structural_heading,,horizontal rule
3427,structural_heading,,
3429,structural_heading,,
3431,nonoperative,,
3432,nonoperative,,
3433,nonoperative,,
3435,structural_heading,,
3437,nonoperative,,outcome summary (enforced via acceptance criteria)
3438,nonoperative,,outcome summary (enforced via acceptance criteria)
3439,nonoperative,,outcome summary (enforced via acceptance criteria)
3440,nonoperative,,outcome summary (enforced via acceptance criteria)
3441,nonoperative,,outcome summary (enforced via acceptance criteria)
3442,nonoperative,,outcome summary (enforced via acceptance criteria)
3443,nonoperative,,outcome summary (enforced via acceptance criteria)
3445,structural_heading,,
3447,integrated,R-3447,
3448,integrated,R-3448,
3449,integrated,R-3449,
3451,structural_heading,,
3453,nonoperative,,
3454,nonoperative,,
3455,nonoperative,,
3456,nonoperative,,
3457,nonoperative,,
3459,structural_heading,,
3461,nonoperative,,
3462,nonoperative,,
3463,nonoperative,,
3464,nonoperative,,
3466,structural_heading,,
3468,nonoperative,,
3470,structural_heading,,
3472,integrated,R-3472,
3473,integrated,R-3473,
3474,integrated,R-3474,
3475,integrated,R-3475,
3476,integrated,R-3475,cont.
3477,integrated,R-3477,
3478,integrated,R-3477,cont.
3480,integrated,R-3480,
3481,integrated,R-3481,
3482,integrated,R-3481,cont.
3483,integrated,R-3483,
3484,integrated,R-3483,cont.
3486,integrated,R-3486,
3487,integrated,R-3487,
3488,integrated,R-3488,
3489,integrated,R-3489,
3490,integrated,R-3489,cont.
3492,integrated,R-3492,
3493,integrated,R-3493,
3494,integrated,R-3493,cont.
3495,integrated,R-3495,
3496,integrated,R-3496,
3498,integrated,R-3498,
3499,integrated,R-3499,
3500,integrated,R-3500,
3501,integrated,R-3500,cont.
3503,integrated,R-3503,
3504,integrated,R-3504,
3505,integrated,R-3504,cont.
3506,integrated,R-3506,
3507,integrated,R-3507,
3509,integrated,R-3509,
3510,integrated,R-3510,
3511,integrated,R-3511,
3512,integrated,R-3511,cont.
3513,integrated,R-3513,
3514,integrated,R-3513,cont.
3515,integrated,R-3513,cont.
3516,integrated,R-3513,cont.
3517,integrated,R-3513,cont.
3518,integrated,R-3513,cont.
3519,integrated,R-3519,
3521,integrated,R-3521,
3522,integrated,R-3522,
3523,integrated,R-3523,
3524,integrated,R-3523,cont.
3525,integrated,R-3525,
3526,integrated,R-3525,cont.
3527,integrated,R-3525,cont.
3528,integrated,R-3525,cont.
3529,integrated,R-3529,
3530,integrated,R-3529,cont.
3531,integrated,R-3529,cont.
3532,integrated,R-3529,cont.
3533,integrated,R-3529,cont.
3534,integrated,R-3529,cont.
3535,integrated,R-3535,
3537,integrated,R-3537,
3538,integrated,R-3538,
3539,integrated,R-3538,cont.
3540,integrated,R-3540,
3542,integrated,R-3542,
3543,integrated,R-3543,
3544,integrated,R-3543,cont.
3546,integrated,R-3546,
3547,integrated,R-3547,
3548,integrated,R-3547,cont.
3550,structural_heading,,
3552,integrated,R-3552,
3553,integrated,R-3553,
3554,integrated,R-3554,
3555,integrated,R-3555,
3556,integrated,R-3556,
3557,integrated,R-3557,
3558,integrated,R-3558,
3559,integrated,R-3559,
3560,integrated,R-3560,
3561,integrated,R-3561,
3562,integrated,R-3562,
3563,integrated,R-3563,
3565,structural_heading,,
3567,integrated,R-3567,
3568,integrated,R-3567,cont.
3569,integrated,R-3569,
3570,integrated,R-3570,
3571,integrated,R-3571,
3572,integrated,R-3572,
3574,structural_heading,,
3576,integrated,R-3576,
3577,integrated,R-3577,
3578,integrated,R-3578,
3579,integrated,R-3579,
3581,structural_heading,,
3583,integrated,R-3583,
3584,integrated,R-3584,
3585,integrated,R-3585,
3586,integrated,R-3586,
3587,integrated,R-3587,
3589,structural_heading,,
3591,integrated,R-3591,
3592,integrated,R-3592,
3593,integrated,R-3593,
3594,integrated,R-3594,
3595,integrated,R-3595,
3596,integrated,R-3596,
3597,integrated,R-3597,
3599,structural_heading,,
3601,integrated,R-3601,
3602,integrated,R-3601,cont.
3604,structural_heading,,
3606,structural_heading,,table header
3607,structural_heading,,table rule
3608,nonoperative,,risk-table row (context)
3609,nonoperative,,risk-table row (context)
3610,nonoperative,,risk-table row (context)
3611,nonoperative,,risk-table row (context)
3613,structural_heading,,
3615,nonoperative,,assumption; tracked in assumption_register.csv
3616,nonoperative,,assumption; tracked in assumption_register.csv
3617,nonoperative,,assumption; tracked in assumption_register.csv
3619,structural_heading,,
3621,nonoperative,,"advisory mitigation, not mandatory"
3622,nonoperative,,"advisory mitigation, not mandatory"
3623,nonoperative,,"advisory mitigation, not mandatory"
3624,nonoperative,,"advisory mitigation, not mandatory"
3626,structural_heading,,
3628,integrated,R-3628,
3629,integrated,R-3628,cont.
3631,structural_heading,,
3633,integrated,R-3633,
3634,integrated,R-3633,cont.
3635,integrated,R-3633,cont.
3637,structural_heading,,horizontal rule
3639,structural_heading,,
3641,structural_heading,,
3643,nonoperative,,
3644,nonoperative,,
3645,nonoperative,,
3647,structural_heading,,
3649,nonoperative,,outcome summary (enforced via acceptance criteria)
3650,nonoperative,,outcome summary (enforced via acceptance criteria)
3651,nonoperative,,outcome summary (enforced via acceptance criteria)
3652,nonoperative,,outcome summary (enforced via acceptance criteria)
3653,nonoperative,,outcome summary (enforced via acceptance criteria)
3654,nonoperative,,outcome summary (enforced via acceptance criteria)
3655,nonoperative,,outcome summary (enforced via acceptance criteria)
3656,nonoperative,,outcome summary (enforced via acceptance criteria)
3658,structural_heading,,
3660,integrated,R-3660,
3661,integrated,R-3661,
3662,integrated,R-3662,
3663,integrated,R-3663,
3665,structural_heading,,
3667,nonoperative,,
3668,nonoperative,,
3669,nonoperative,,
3670,nonoperative,,
3671,nonoperative,,
3673,structural_heading,,
3675,nonoperative,,
3676,nonoperative,,
3677,nonoperative,,
3678,nonoperative,,
3680,structural_heading,,
3682,nonoperative,,
3684,structural_heading,,
3686,integrated,R-3686,
3687,integrated,R-3687,
3688,integrated,R-3688,
3689,integrated,R-3689,
3691,integrated,R-3691,
3692,integrated,R-3692,
3693,integrated,R-3692,cont.
3694,integrated,R-3694,
3696,integrated,R-3696,
3697,integrated,R-3697,
3698,integrated,R-3697,cont.
3699,integrated,R-3699,
3701,integrated,R-3701,
3702,integrated,R-3702,
3703,integrated,R-3702,cont.
3705,integrated,R-3705,
3706,integrated,R-3706,
3707,integrated,R-3707,
3708,integrated,R-3708,
3710,integrated,R-3710,
3711,integrated,R-3711,
3712,integrated,R-3712,
3713,integrated,R-3713,
3714,integrated,R-3714,
3716,integrated,R-3716,
3717,integrated,R-3717,
3718,integrated,R-3718,
3719,integrated,R-3718,cont.
3720,integrated,R-3720,
3722,integrated,R-3722,
3723,integrated,R-3723,
3724,integrated,R-3724,
3725,integrated,R-3724,cont.
3726,integrated,R-3724,cont.
3727,integrated,R-3727,
3729,integrated,R-3729,
3730,integrated,R-3730,
3731,integrated,R-3731,
3732,integrated,R-3732,
3734,integrated,R-3734,
3735,integrated,R-3735,
3736,integrated,R-3736,
3738,integrated,R-3738,
3739,integrated,R-3739,
3740,integrated,R-3739,cont.
3741,integrated,R-3741,
3743,integrated,R-3743,
3744,integrated,R-3744,
3745,integrated,R-3744,cont.
3747,integrated,R-3747,
3748,integrated,R-3748,
3749,integrated,R-3749,
3750,integrated,R-3750,
3752,integrated,R-3752,
3753,integrated,R-3753,
3754,integrated,R-3754,
3755,integrated,R-3754,cont.
3756,integrated,R-3754,cont.
3757,integrated,R-3757,
3759,integrated,R-3759,
3760,integrated,R-3760,
3761,integrated,R-3760,cont.
3763,integrated,R-3763,
3764,integrated,R-3764,
3765,integrated,R-3765,
3767,integrated,R-3767,
3768,integrated,R-3768,
3769,integrated,R-3768,cont.
3770,integrated,R-3768,cont.
3771,integrated,R-3771,
3772,integrated,R-3772,
3774,structural_heading,,
3776,integrated,R-3776,
3777,integrated,R-3777,
3778,integrated,R-3778,
3779,integrated,R-3779,
3780,integrated,R-3780,
3781,integrated,R-3781,
3782,integrated,R-3782,
3783,integrated,R-3783,
3784,integrated,R-3784,
3785,integrated,R-3785,
3787,structural_heading,,
3789,integrated,R-3789,
3790,integrated,R-3790,
3791,integrated,R-3791,
3792,integrated,R-3792,
3793,integrated,R-3793,
3794,integrated,R-3794,
3796,structural_heading,,
3798,integrated,R-3798,
3799,integrated,R-3799,
3800,integrated,R-3800,
